Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
SMAD2/3 nuclear pathway	8/82	0.002175488372543937	0.01794777907348748	0	0	3.7647287575345127	23.079677556051113	IL10;CDKN2B;VDR;SNIP1;LAMC1;GATA3;MED15;RUNX2
Post-translational regulation of adherens junction stability and disassembly	6/48	0.0021982094353770218	0.017974739099897063	0	0	4.965181771633384	30.387469252870318	DSP;CASP3;FYN;IQGAP1;RIN2;ARF6
Notch signaling pathway	10/121	0.0022626545632563385	0.018339410670604007	0	0	3.1425830162292256	19.142153739397237	ADAM17;NCSTN;NOTCH1;PSEN2;DTX3;GATA3;PSEN1;HIF1A;RAB11A;BCL2L1
LPA receptor mediated events	7/65	0.0023120170743579733	0.018576554580058847	0	0	4.198786603107782	25.485101884827802	LYN;GNA15;GNG2;CASP3;PXN;PTK2B;MMP9
Antigen-activated B-cell receptor generation of second messengers	14/211	0.0027468553532858753	0.02175249810893152	0	0	2.4858883248730965	14.66002556278454	LYN;IL10;PRKCH;CD80;ITPR1;NFATC1;PTPN11;CD4;INPP5D;RAPGEF1;HCLS1;GRB2;FYN;PIK3AP1
Cytokines and inflammatory response	5/35	0.0028249997544066907	0.02175249810893152	0	0	5.78592725104353	33.95903616803956	IL10;CD4;TGFB1;CSF1;IFNG
Interleukin-2/PI3K pathway	5/35	0.0028249997544066907	0.02175249810893152	0	0	5.78592725104353	33.95903616803956	PTPN11;GRB2;IL2RG;JAK3;BCL2L1
Interleukin-7 signaling pathway	5/35	0.0028249997544066907	0.02175249810893152	0	0	5.78592725104353	33.95903616803956	PTK2B;FYN;IL2RG;JAK3;BCL2L1
Prion diseases	5/35	0.0028249997544066907	0.02175249810893152	0	0	5.78592725104353	33.95903616803956	NOTCH1;CCL5;BAX;FYN;LAMC1
Epithelial cell signaling in Helicobacter pylori infection	7/68	0.0029951387404943326	0.02281940967982244	0	0	3.991670836153869	23.194660086336643	ATP6V1A;LYN;ADAM17;CASP3;CCL5;PTPN11;TCIRG1
Apoptotic cleavage of cell adhesion  proteins	3/11	0.0031078522754358685	0.02281940967982244	0	0	12.98663101604278	74.98251376230824	DSP;CASP3;TJP2
B lymphocyte cell surface molecules	3/11	0.0031078522754358685	0.02281940967982244	0	0	12.98663101604278	74.98251376230824	CD80;ITGAL;ICAM1
CD28-dependent Vav1 pathway	3/11	0.0031078522754358685	0.02281940967982244	0	0	12.98663101604278	74.98251376230824	CD80;FYN;GRB2
Monocyte and its surface molecules	3/11	0.0031078522754358685	0.02281940967982244	0	0	12.98663101604278	74.98251376230824	ITGAL;CD44;ICAM1
Alzheimer's disease	12/169	0.003111737683612151	0.02281940967982244	0	0	2.6694821379119356	15.409783097664189	COX8A;ADAM17;NCSTN;CASP7;APAF1;CASP3;ITPR1;PSEN2;ATP2A2;PSEN1;COX6C;ATF6
Generation of second messenger molecules	5/36	0.0032057978302859795	0.02332407240302555	0	0	5.598995902821859	32.15388168131937	ZAP70;CD4;CD3G;LCP2;CD3E
Oncostatin M	18/311	0.0033269026821820097	0.024016078737001383	0	0	2.153883659003113	12.289443142318659	LYN;ANXA1;IL1R1;EPAS1;F2R;ATP2B4;PRDM1;ITGAL;HIF1A;RUNX2;STX11;ICAM1;H1F0;CCL5;TIMP2;CCL1;B2M;CTSB
FSH regulation of apoptosis	16/263	0.003389111012302324	0.024089170215598716	0	0	2.2682703389580072	12.90007901376033	MAP2K3;RAB1A;ANXA4;MBD2;ITPR1;ATP2A2;DUSP14;PPP2R1A;PRKAR1A;AXL;BAG1;BCL3;S100A6;S100A4;TMBIM6;MAPRE2
Hematopoietic cell lineage	8/88	0.003389168969727092	0.024089170215598716	0	0	3.481294964028777	19.798718123278345	CD2;CD4;CSF1;IL1R1;ITGA1;CD3G;CD3E;CD44
Renal cell carcinoma	7/70	0.0035297591938790924	0.024896927443849474	0	0	3.8645521643726313	21.821292834535797	RAP1B;TGFB1;EPAS1;RAPGEF1;PTPN11;GRB2;HIF1A
Interleukin-11 pathway	4/23	0.003616635085361787	0.02531644559753251	0	0	7.299624060150376	41.040028291736974	TGFB1;RUNX2;STX11;ICAM1
Amyotrophic lateral sclerosis (ALS)	6/53	0.0036537879933217594	0.025384211322024855	0	0	4.435827041866849	24.89382074074046	MAP2K3;APAF1;CASP3;BAX;TNFRSF1B;BCL2L1
Interleukin-6 signaling pathway	7/71	0.003822855228672412	0.02636058381562171	0	0	3.803972172351885	21.17579135629412	TNFSF11;PTPN11;GRB2;PRDM1;TYK2;JAK3;BCL2L1
Signaling by EGFR in cancer	9/111	0.0041905638445258785	0.02862714284590153	0	0	3.0737678855325914	16.82863322576109	ADAM17;PRKAR1A;PXN;CLTC;ITPR1;MDM2;CLTA;GRB2;PTPN11
Lysosome vesicle biogenesis	4/24	0.004244500616762456	0.02862714284590153	0	0	6.934285714285714	37.8759777012035	ARF1;CLTC;M6PR;CLTA
Protein export	4/24	0.004244500616762456	0.02862714284590153	0	0	6.934285714285714	37.8759777012035	SEC61A1;SRPR;SRP14;SEC11C
Jak-STAT signaling pathway	13/199	0.004367990589174663	0.029246545684039046	0	0	2.441796928360947	13.267386880232102	IL10;PTPN11;TYK2;IL2RG;PTPN13;IFNG;GRB2;IL12RB1;JAK3;IL12RB2;CRLF2;BCL2L1;PTPN3
E-cadherin nascent AJ-like junctions pathway	5/39	0.0045689917764340565	0.030372290657734304	0	0	5.104177628117436	27.50367084629885	RAP1B;CTTN;RAPGEF1;IQGAP1;ARF6
Actin cytoskeleton regulation	14/226	0.0050591053447984905	0.03339009527567004	0	0	2.3081989708404804	12.202445324850538	CYFIP1;PPP1R12A;F2R;PXN;ITGA1;IQGAP1;ITGAL;MYL12A;MYL12B;PPP1CC;SCIN;MYH9;PIP4K2C;ARHGEF6
Nuclear signaling by ErbB4	5/40	0.005102938297986598	0.03344053182510366	0	0	4.958088423204702	26.16848710546604	NCSTN;ADAM17;PSEN2;PTPN11;PSEN1
Signal regulatory protein (SIRP) family interactions	3/13	0.005165330549417766	0.0336110241384649	0	0	10.388235294117647	54.70222585162136	PTK2B;PTPN11;GRB2
Fas signaling pathway	9/115	0.005285920527023453	0.0341551787899977	0	0	2.957164711881693	15.503552563573198	CASP7;PDCD6;CASP3;CLTC;BAX;CSNK1D;NFATC1;PTPN13;AGFG1
Alpha-M beta-2 integrin signaling	5/41	0.005679597229636189	0.03644408222349888	0	0	4.820115285231564	24.924213428083323	RAP1B;LYN;FYN;MMP9;ICAM1
Leukocyte transendothelial migration	9/117	0.005910684066084606	0.03766532466939432	0	0	2.902102102102102	14.890667623073108	RAP1B;PXN;PTK2B;PTPN11;ITGAL;MMP9;MYL12A;ICAM1;MYL12B
Interferon-gamma signaling pathway	8/97	0.006122378322693506	0.03874710664499178	0	0	3.127798884487915	15.938652078349989	RAP1B;IFNG;RAPGEF1;IRF5;PTPN11;B2M;CD44;ICAM1
p53 activity regulation	9/118	0.006243664766460665	0.03924589281775275	0	0	2.875328539548723	14.595708132702763	CD82;APAF1;CDKN2A;CASP3;PERP;SHISA5;MDM2;BAX;CSNK1D
Signaling by SCF-KIT	7/78	0.006420768264980714	0.03992245629172123	0	0	3.427693630363871	17.30374297286009	LYN;MDM2;FYN;PTPN11;GRB2;GRAP;MMP9
Signaling by NOTCH2	3/14	0.006437712107647688	0.03992245629172123	0	0	9.443364122508507	47.64726864766179	NCSTN;PSEN2;PSEN1
EGF/EGFR signaling pathway	10/141	0.006723391348522056	0.04141609070689587	0	0	2.660043541764268	13.30597028384285	PLSCR1;INPP5D;TNK2;INPPL1;NCK2;PTK2B;GRB2;PTPN11;IQGAP1;ARF6
Unfolded protein response	7/79	0.006878416440471352	0.042080996196325125	0	0	3.3799122282066625	16.82982281062698	SRPR;DNAJB11;SSR1;HYOU1;CALR;PDIA6;ATF6
Insulin secretion regulation by glucagon-like peptide-1	5/43	0.006967957162378511	0.042080996196325125	0	0	4.565954241596836	22.67650667677213	RAP1B;GNG2;PRKAR1A;ITPR1;IQGAP1
PI3K class IB pathway in neutrophils	5/43	0.006967957162378511	0.042080996196325125	0	0	4.565954241596836	22.67650667677213	PREX1;PRKCH;INPP5D;MYO1F;ARF6
Nef in HIV-1 replication and disease pathogenesis	4/28	0.007484174634850346	0.044905047809102074	0	0	5.777380952380953	28.280074875268408	ARF1;CD4;FYN;B2M
Adhesion and diapedesis of granulocytes	3/15	0.007880490515822802	0.046585494416482055	0	0	8.655971479500892	41.924030420124595	IFNG;ITGAL;ICAM1
Arf6 vesicle-mediated transport	3/15	0.007880490515822802	0.046585494416482055	0	0	8.655971479500892	41.924030420124595	ARF1;RAB11A;ARF6
Signaling events mediated by focal adhesion kinase	6/62	0.007915500674661995	0.046585494416482055	0	0	3.7211981566820276	18.00662607123534	RAP1B;PXN;NCK2;RAPGEF1;FYN;GRB2
Rho GTPase cycle	9/123	0.008130039911905355	0.04754529670000347	0	0	2.74850640113798	13.226333496427099	INPP5B;PREX1;ABR;CHN2;GDI2;MYO9B;SRGAP3;RHOC;ARHGEF6
Interferon signaling	11/168	0.008246408174337468	0.04784331162262848	0	0	2.4426002925559485	11.71954135813585	ISG20;UBA7;IFNG;IRF5;FLNB;PTPN11;TYK2;EIF4E2;B2M;CD44;ICAM1
Regular glucocorticoid receptor pathway	7/82	0.00839681860314327	0.04784331162262848	0	0	3.2442130460801915	15.5070216685985	IFNG;TBX21;MDM2;BAX;NFATC1;GATA3;ICAM1
Integrin-linked kinase signaling	5/45	0.008447603942821597	0.04784331162262848	0	0	4.337209302325581	20.705283932701033	PPP1R12A;PXN;NCK2;IQGAP1;ARHGEF6
Peptide G-protein coupled receptors	12/192	0.008483446535538423	0.04784331162262848	0	0	2.3256038647342994	11.092289684034885	CCR1;ANXA1;CCL5;F2R;CCL4;CCL3;CCR8;NMUR1;CXCR6;CCR5;F2RL2;CCR2
IGF1 pathway	4/29	0.008491670028258735	0.04784331162262848	0	0	5.546	26.447041560958965	PXN;NCK2;PTPN11;GRB2
Reelin signaling pathway	4/29	0.008491670028258735	0.04784331162262848	0	0	5.546	26.447041560958965	NCK2;RAPGEF1;FYN;MAPK8IP1
Cell death signaling by NRIF in the nucleus	3/16	0.009498504795195213	0.052241776373573676	0	0	7.989716166186755	37.20507914664816	NCSTN;PSEN2;PSEN1
Interleukin-9 signaling pathway	3/16	0.009498504795195213	0.052241776373573676	0	0	7.989716166186755	37.20507914664816	GRB2;IL2RG;JAK3
KIT signaling regulation	3/16	0.009498504795195213	0.052241776373573676	0	0	7.989716166186755	37.20507914664816	LYN;FYN;GRB2
Sprouty regulation of FGF signaling	3/16	0.009498504795195213	0.052241776373573676	0	0	7.989716166186755	37.20507914664816	PPP2R1A;PTPN11;GRB2
Agrin in postsynaptic differentiation	5/47	0.010131549342146504	0.055159211437481925	0	0	4.130249595365874	18.96652340657613	CTTN;PXN;ITGA1;LAMC1;ARHGEF6
C-Myb transcription factor network	7/85	0.010148339766636285	0.055159211437481925	0	0	3.1189522625788335	14.317379307617696	CD4;H2AFZ;CDKN2A;CLTA;GATA3;IQGAP1;ZFPM1
ERBB1 downstream pathway	8/106	0.01027349535680481	0.05551292227887512	0	0	2.8392306562912935	12.99853162508221	ACTR3;KSR1;PPP2R1A;CHN2;GRB2;IQGAP1;F2RL2;BCL2L1
CD28 co-stimulation	4/31	0.010763467820730746	0.05683111009345834	0	0	5.1346560846560845	23.268194614972316	LYN;CD80;FYN;GRB2
Prostaglandin biosynthesis and regulation	4/31	0.010763467820730746	0.05683111009345834	0	0	5.1346560846560845	23.268194614972316	ANXA1;ANXA4;S100A6;S100A10
Ras family activation regulation	4/31	0.010763467820730746	0.05683111009345834	0	0	5.1346560846560845	23.268194614972316	LGALS3;RABGEF1;LGALS1;GRB2
Stathmin and breast cancer resistance to antimicrotubule agents	4/31	0.010763467820730746	0.05683111009345834	0	0	5.1346560846560845	23.268194614972316	CD2;PRKAR1A;CD3G;CD3E
Activation of chaperones by IRE1 alpha	5/48	0.011054032757097123	0.05803367197475989	0	0	4.033989266547406	18.172960133760746	SRPR;DNAJB11;SSR1;HYOU1;PDIA6
Axon guidance	17/325	0.011209974089911784	0.058308811443353654	0	0	1.930102803960208	8.667997799333127	SEMA7A;PLXND1;SEMA6D;CLTC;ITGA1;CLTA;CRMP1;NFATC1;PTPN11;LAMC1;RHOC;MYL12B;NCK2;MYH9;GRB2;FYN;SRGAP3
Dendritic cells in regulating TH1 and TH2 development	3/17	0.011295754597792538	0.058308811443353654	0	0	7.418640183346065	33.26019965337954	IL10;CD2;IFNG
TAK1-mediated activation of p38 MAPK	3/17	0.011295754597792538	0.058308811443353654	0	0	7.418640183346065	33.26019965337954	MAP2K3;MAPKAPK3;MAPKAPK2
Serotonin HTR1 group and FOS pathway	4/32	0.012032789833517897	0.06176832114539188	0	0	4.951020408163266	21.884103680526835	MAP2K3;MAPKAPK3;MAPKAPK2;ITPR1
Pertussis toxin-insensitive CCR5 signaling in macrophage	3/18	0.013275455574624777	0.06777083398316737	0	0	6.923707664884136	29.923145616339653	CCL4;PTK2B;CCR5
Syndecan 2 pathway	4/33	0.013394140976045202	0.06800102341684487	0	0	4.780049261083744	20.616055661365735	TGFB1;CAV2;CASP3;BAX
CDC42 signaling events	6/70	0.013998264819526927	0.070679763351054	0	0	3.254704301075269	13.893752993606807	ACTR3;MAP2K3;TNK2;IQGAP1;F2RL2;ARHGEF6
Malaria	5/51	0.014161186189266331	0.07111378282001135	0	0	3.770319670218558	16.05119501388698	IL10;TGFB1;IFNG;ITGAL;ICAM1
Fatty acid beta oxidation	4/34	0.014849628797877906	0.07316228198072602	0	0	4.62047619047619	19.45119015533498	CPT1A;ACADL;SLC25A20;PNPLA2
MAPK/TRK pathway	4/34	0.014849628797877906	0.07316228198072602	0	0	4.62047619047619	19.45119015533498	RAP1B;MAP2K3;EHD4;MAPKAPK2
Bacterial invasion of epithelial cells	6/71	0.014937535057395965	0.07316228198072602	0	0	3.2044665012406948	13.47118655429436	CTTN;CAV2;CLTC;PXN;CLTA;HCLS1
Viral myocarditis	6/71	0.014937535057395965	0.07316228198072602	0	0	3.2044665012406948	13.47118655429436	CD80;CASP3;MYH9;FYN;ITGAL;ICAM1
Gamma-secretase-mediated ErbB4 signaling pathway	2/7	0.015173686242784451	0.07316228198072602	0	0	13.829893238434163	57.9222554076777	ADAM17;PSEN1
Apoptotic execution  phase	5/52	0.015314761988968518	0.07316228198072602	0	0	3.689909793323945	15.419904546563929	DSP;CASP7;H1F0;CASP3;TJP2
Signaling events mediated by PTP1B	5/52	0.015314761988968518	0.07316228198072602	0	0	3.689909793323945	15.419904546563929	LYN;CSF1;FYN;GRB2;TYK2
Apoptosis modulation by HSP70	3/19	0.01544009197645192	0.07316228198072602	0	0	6.490641711229946	27.071089116545227	CASP7;APAF1;CASP3
Hypoxic and oxygen homeostasis regulation of HIF-1-alpha	3/19	0.01544009197645192	0.07316228198072602	0	0	6.490641711229946	27.071089116545227	OS9;CDKN2A;HIF1A
Platelet calcium homeostasis	3/19	0.01544009197645192	0.07316228198072602	0	0	6.490641711229946	27.071089116545227	ATP2B4;ITPR1;ATP2A2
TP53 network	3/19	0.01544009197645192	0.07316228198072602	0	0	6.490641711229946	27.071089116545227	CDKN2A;MDM2;BAX
Diabetes pathways	9/137	0.015724728906636336	0.0741308648455713	0	0	2.4461148648648647	10.157542650521394	DNAJB11;SRPR;SSR1;HYOU1;CALR;PDIA6;ATF6;CD44;SEC11C
Signaling by ERBB4	7/93	0.016101686558785258	0.07552263137217045	0	0	2.827648114901257	11.674881921376523	ADAM17;NCSTN;PSEN2;MDM2;PTPN11;GRB2;PSEN1
Developmental biology	20/420	0.016360433038929565	0.07615430202854312	0	0	1.7496323529411764	7.196044496154695	SEMA7A;NOTCH1;TGFB1;PLXND1;SEMA6D;CLTC;ITGA1;CLTA;CRMP1;PTPN11;LAMC1;RHOC;MED15;MYL12B;MED12;NCK2;MYH9;FYN;GRB2;SRGAP3
Arf6 signal transduction regulation	4/35	0.01640119708190485	0.07615430202854312	0	0	4.471198156682028	18.378417168823752	GNA15;PXN;ADAP1;ARF6
Thrombin signaling through protease-activated receptors	5/53	0.016529449031586953	0.07632017944853166	0	0	3.612850327966607	14.822122022711184	GNA15;GNG2;F2R;PTK2B;F2RL2
BDNF signaling pathway	14/261	0.01660211695795981	0.07632017944853166	0	0	1.9775193227824808	8.104319253493113	HPCAL1;ICA1;FHL2;GATA3;ID2;SSR1;MYH9;BAX;HYOU1;S100A4;CALR;SEC22B;S100A11;S100A10
Chronic myeloid leukemia	6/73	0.016945547966365587	0.07676470032515062	0	0	3.108489809019419	12.675644743061474	TGFB1;CDKN2A;MDM2;PTPN11;GRB2;BCL2L1
Signaling by NOTCH1	6/73	0.016945547966365587	0.07676470032515062	0	0	3.108489809019419	12.675644743061474	ADAM17;NCSTN;NOTCH1;PSEN2;PSEN1;HIF1A
Cell surface interactions at the vascular wall	7/94	0.016989126455457245	0.07676470032515062	0	0	2.795001960420149	11.390141007814114	LYN;CD2;INPP5D;FYN;PTPN11;GRB2;ITGAL
MAPK signaling pathway	16/314	0.017031129401142726	0.07676470032515062	0	0	1.8750796061333463	7.636660090724658	MAP2K3;PRKCH;TGFB1;IL1R1;MINK1;HSPA2;MAPK8IP1;DUSP14;RAP1B;CASP7;MAPKAPK3;CASP3;MAPKAPK2;MKNK2;GRB2;FLNB
Hypertrophy pathway	3/20	0.017791466597524164	0.07910184064166625	0	0	6.108524693299779	24.611467980842132	IFNG;IL1R1;DUSP14
ID regulation of gene expression	3/20	0.017791466597524164	0.07910184064166625	0	0	6.108524693299779	24.611467980842132	CDKN2A;MMP9;ICAM1
RANKL signaling pathway	5/54	0.017806474949639155	0.07910184064166625	0	0	3.538936146909569	14.25551826250514	LYN;FHL2;TNFSF11;NFATC1;ICAM1
Signaling to ERKs	4/36	0.018050625288348544	0.07980276443269883	0	0	4.33125	17.388127764269516	MAPKAPK3;MAPKAPK2;RAPGEF1;GRB2
Prolactin activation of MAPK signaling	6/75	0.019131909656636203	0.08345206492279597	0	0	3.0180769830138696	11.940712759420895	ZAP70;CASP3;PXN;FYN;PTPN11;GRB2
TAp63 pathway	5/55	0.019147010566702108	0.08345206492279597	0	0	3.4679785330948123	13.717965993524112	CDKN2A;VDR;PERP;MDM2;BAX
Vibrio cholerae infection	5/55	0.019147010566702108	0.08345206492279597	0	0	3.4679785330948123	13.717965993524112	ATP6V1A;SEC61A1;ARF1;TCIRG1;TJP2
Cytoskeletal remodeling regulation and cell spreading by IPP complex components	2/8	0.01985704562172875	0.08533911699756913	0	0	11.524317912218269	45.16606517798024	PXN;ARHGEF6
Import of palmitoyl-CoA into the mitochondrial matrix	2/8	0.01985704562172875	0.08533911699756913	0	0	11.524317912218269	45.16606517798024	CPT1A;SLC25A20
TSP1-induced apoptosis in microvascular endothelial cell	2/8	0.01985704562172875	0.08533911699756913	0	0	11.524317912218269	45.16606517798024	CASP3;FYN
Lysosome	8/121	0.021355754285445495	0.09134249887889916	0	0	2.460431654676259	9.463888104222594	GNPTG;CLTC;GBA;M6PR;AP3D1;CLTA;TCIRG1;CTSB
ERBB4 signaling events	4/38	0.021649358500518308	0.09134249887889916	0	0	4.076050420168067	15.622602309731974	ADAM17;MDM2;FYN;GRB2
RAC1 activity regulation	4/38	0.021649358500518308	0.09134249887889916	0	0	4.076050420168067	15.622602309731974	ABR;PREX1;CHN2;ARHGEF6
Trefoil factor initiation of mucosal healing	4/38	0.021649358500518308	0.09134249887889916	0	0	4.076050420168067	15.622602309731974	CASP7;APAF1;CASP3;GRB2
SHP2 signaling	5/57	0.022023001724931594	0.0924966072447127	0	0	3.3342507224439246	12.7223932483293	IFNG;PTPN11;GRB2;IL2RG;JAK3
Phosphatidylinositol signaling system	6/78	0.02276000741485617	0.09515948801505476	0	0	2.8918757467144562	10.93924397551446	INPP5B;INPP5D;ITPK1;INPPL1;ITPR1;PIP4K2C
Nephrin interactions	3/22	0.02305851630059556	0.09554291059080852	0	0	5.464959189417394	20.60136654047416	NCK2;FYN;IQGAP1
Smooth muscle contraction	3/22	0.02305851630059556	0.09554291059080852	0	0	5.464959189417394	20.60136654047416	ITGA1;PXN;MYL12B
GAB1 signalosome	4/39	0.02360140383641583	0.09692309842154767	0	0	3.959387755102041	14.833644628801027	PXN;MDM2;PTPN11;GRB2
Signaling events regulated by Ret tyrosine kinase	4/39	0.02360140383641583	0.09692309842154767	0	0	3.959387755102041	14.833644628801027	PXN;PTPN11;GRB2;PDLIM7
Fc epsilon receptor I signaling pathway	6/79	0.02406534550154199	0.09839105859922477	0	0	2.852113713359847	10.62977766758257	MAP2K3;LYN;INPP5D;LCP2;FYN;GRB2
Alpha-4 beta-7 integrin signaling	2/9	0.025058996683233015	0.1002349409273268	0	0	9.877478393492629	36.41354502616803	PXN;CD44
Gene expression regulation by hypoxia-inducible factor	2/9	0.025058996683233015	0.1002349409273268	0	0	9.877478393492629	36.41354502616803	EPAS1;HIF1A
Inhibition of matrix metalloproteinases	2/9	0.025058996683233015	0.1002349409273268	0	0	9.877478393492629	36.41354502616803	TIMP2;MMP9
Nef-mediated CD4 downregulation	2/9	0.025058996683233015	0.1002349409273268	0	0	9.877478393492629	36.41354502616803	ARF1;CD4
Caspase cascade in apoptosis	5/59	0.02516560249739615	0.1002349409273268	0	0	3.2104286755449545	11.821688305070893	CASP7;APAF1;CASP3;BAX;BCL2L1
Fatty acid, triacylglycerol, and ketone body metabolism	10/173	0.02516721460512967	0.1002349409273268	0	0	2.1342827401386457	7.858883948598126	MED12;CPT1A;GLIPR1;ACADL;TXNRD1;FHL2;PLIN2;SLC25A20;MED15;AGPAT4
Integration of energy metabolism	8/125	0.025363579170679756	0.1005834641790047	0	0	2.3758224189878865	8.729819364161393	RAP1B;GNA15;GNG2;PPP2R1A;PRKAR1A;ITPR1;IQGAP1;SEC11C
Angiogenesis	3/23	0.025974804193203936	0.1021307194660444	0	0	5.19144385026738	18.952031735397533	TIMP2;HIF1A;MMP9
Mitochondrial fatty acid beta-oxidation	3/23	0.025974804193203936	0.1021307194660444	0	0	5.19144385026738	18.952031735397533	CPT1A;ACADL;SLC25A20
Neurotrophin signaling pathway	8/126	0.0264422532167112	0.10352814395017436	0	0	2.355566394342153	8.557282865037779	RAP1B;PRDM4;MAPKAPK2;RAPGEF1;BAX;GRB2;PTPN11;PSEN1
MAP kinase signaling pathway	6/81	0.026824179938352653	0.10376314856014894	0	0	2.775770609318996	10.043991496295487	MAP2K3;TGFB1;MAPKAPK3;MAPKAPK2;MKNK2;GRB2
Natural killer cell receptor signaling pathway	5/60	0.026839169378653244	0.10376314856014894	0	0	3.151894617010896	11.403217202139441	MAP2K3;INPP5D;LCP2;GRB2;HCST
Neurotrophic factor-mediated Trk receptor signaling	5/60	0.026839169378653244	0.10376314856014894	0	0	3.151894617010896	11.403217202139441	RAP1B;EHD4;RAPGEF1;PTPN11;GRB2
Plasma membrane estrogen receptor signaling	4/41	0.02781649259038843	0.10709349647299546	0	0	3.744980694980695	13.414993374407876	GNA15;GNG2;GRB2;MMP9
Platelet homeostasis	6/82	0.028278973506303887	0.10842228846400329	0	0	2.7391058290888513	9.766656368337559	GNG2;PPP2R1A;ITPR1;ATP2B4;ATP2A2;PTPN11
Androgen receptor proteolysis and transcription regulation	5/61	0.02858200888947476	0.10866273318618878	0	0	3.0954510605673398	11.004259859826075	HIP1;ZMIZ1;CDKN2A;FHL2;PTK2B
Leptin signaling pathway	5/61	0.02858200888947476	0.10866273318618878	0	0	3.0954510605673398	11.004259859826075	BAX;FYN;PTPN11;GRB2;BCL2L1
Signaling by FGFR in disease	8/128	0.02869448798423167	0.10866273318618878	0	0	2.3160671462829736	8.224470774727676	PPP2R1A;PRKAR1A;ITPR1;MDM2;GRB2;PTPN11;LRRFIP1;IL17RD
Plexin D1 signaling	3/24	0.02907913898385204	0.10938610667580488	0	0	4.943977591036415	17.490478782308426	PLXND1;ITGA1;ARF6
Amoebiasis	7/105	0.029122275153948055	0.10938610667580488	0	0	2.479866632469864	8.769433161293454	IL10;GNA15;TGFB1;IFNG;IL1R1;CASP3;LAMC1
Cell-cell communication	8/129	0.029868816970088908	0.11097627567493626	0	0	2.296807182353291	8.063952791039762	PXN;NCK2;PTK2B;GRB2;FYN;PTPN11;IQGAP1;ARHGEF6
Bladder cancer	4/42	0.030081316226194792	0.11097627567493626	0	0	3.6462406015037594	12.775883862915718	CDKN2A;DAPK2;MDM2;MMP9
Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)	4/42	0.030081316226194792	0.11097627567493626	0	0	3.6462406015037594	12.775883862915718	CSF1;ITGA1;GRB2;JAK3
TWEAK signaling pathway	4/42	0.030081316226194792	0.11097627567493626	0	0	3.6462406015037594	12.775883862915718	CASP7;CASP3;CCL5;MMP9
Apoptotic DNA fragmentation and tissue homeostasis	2/10	0.03074667378006892	0.11097627567493626	0	0	8.642348754448399	30.092428997941965	CASP7;CASP3
DCC role in regulating apoptosis	2/10	0.03074667378006892	0.11097627567493626	0	0	8.642348754448399	30.092428997941965	CASP3;DAPK2
Ganglio sphingolipid metabolism	2/10	0.03074667378006892	0.11097627567493626	0	0	8.642348754448399	30.092428997941965	B4GALNT1;ST6GALNAC6
Gap junction degradation	2/10	0.03074667378006892	0.11097627567493626	0	0	8.642348754448399	30.092428997941965	CLTC;CLTA
Netrin mediated repulsion signals	2/10	0.03074667378006892	0.11097627567493626	0	0	8.642348754448399	30.092428997941965	FYN;PTPN11
Reduction of cytosolic calcium levels	2/10	0.03074667378006892	0.11097627567493626	0	0	8.642348754448399	30.092428997941965	ATP2B4;ATP2A2
Gastrin-CREB signaling pathway via PKC and MAPK	11/206	0.032332337514184795	0.11532913340101467	0	0	1.962730096907312	6.735476119902224	GNA15;PRKCH;ANXA1;CYSLTR2;GNG2;GPR68;F2R;ITPR1;GRB2;NMUR1;F2RL2
DARPP-32 events	3/25	0.032370580111093644	0.11532913340101467	0	0	4.7190082644628095	16.188582814545295	PPP2R1A;PRKAR1A;PDE4A
Phosphoinositides and their downstream targets	3/25	0.032370580111093644	0.11532913340101467	0	0	4.7190082644628095	16.188582814545295	EEA1;LYN;ARF1
Mitotic prometaphase	4/43	0.03245192065396517	0.11532913340101467	0	0	3.5525641025641024	12.178174288088142	PPP1CC;B9D2;MAPRE1;CENPA
Integrin cell surface interactions	6/85	0.03295199918399881	0.116657652283582	0	0	2.63468082210426	8.991384058848837	RAP1B;ITGA1;GRB2;LAMC1;ITGAL;ICAM1
Cell adhesion molecules (CAMs)	8/133	0.034896017615016976	0.12178951777043184	0	0	2.2228489208633095	7.458508513108884	CD2;CD4;CD80;PDCD1LG2;PDCD1;ICOS;ITGAL;ICAM1
Tight junction	8/133	0.034896017615016976	0.12178951777043184	0	0	2.2228489208633095	7.458508513108884	PRKCH;CTTN;PPP2R1A;HCLS1;MYH9;MYL12A;MYL12B;TJP2
Gastrin pathway	4/44	0.03492881191468013	0.12178951777043184	0	0	3.4635714285714285	11.618353744266592	CDKN2A;S100A6;MMP9;CD44
Heart development	4/44	0.03492881191468013	0.12178951777043184	0	0	3.4635714285714285	11.618353744266592	NOTCH1;BHLHE40;NFATC1;PTPN11
Interleukin-9 regulation of target genes	3/26	0.035847755555264586	0.1240574012474325	0	0	4.51360148802604	15.023406645612909	SCIN;BCL3;CCL3
Segmentation clock	3/26	0.035847755555264586	0.1240574012474325	0	0	4.51360148802604	15.023406645612909	ADAM17;NOTCH1;PSEN1
Androgen receptor signaling, proteolysis, and transcription regulation	6/88	0.03809898823760702	0.13135621317742122	0	0	2.5378966692892737	8.29274880853664	ZMIZ1;BAG1;FHL2;MDM2;CALR;RUNX2
