Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Tight junction	5/133	0.016191348615144627	0.08749982231061035	0	0	3.553783275462963	14.653237162303526	PPP2CB;CSNK2B;CTNNA1;ACTN4;ACTG1
Corticosteroids and cardioprotection	2/18	0.016553431582068703	0.08765541958558527	0	0	11.280251141552512	46.2621356661414	GNAS;CALM1
Downregulation of MTA-3 in ER-negative breast tumors	2/18	0.016553431582068703	0.08765541958558527	0	0	11.280251141552512	46.2621356661414	ALDOA;GAPDH
Serotonin receptor 4/6/7 and NR3C signaling	2/18	0.016553431582068703	0.08765541958558527	0	0	11.280251141552512	46.2621356661414	MAP2K1;GNAS
Adaptive immune system	13/606	0.017578547160114432	0.09229119598514506	0	0	2.0221332209106238	8.171594092071492	IFITM1;CDKN1A;ITGB5;KIF23;UBE2A;YWHAZ;PSMD8;ENAH;PPP2CB;TRAF6;PLCG2;RAC1;CALM1
NGF signaling via TRKA from the plasma membrane	5/136	0.01766282711502776	0.09229119598514506	0	0	3.4718688153802657	14.013479834038083	PPP2CB;MAP2K1;CDKN1A;DUSP3;CALM1
Type 2 diabetes mellitus	3/50	0.01782154038580253	0.09230677352728277	0	0	5.777474136248292	23.267895552531773	SOCS2;PKM;HK2
Natural killer cell-mediated cytotoxicity	5/137	0.018172325835844497	0.09230677352728277	0	0	3.445391414141414	13.80863058631905	MAP2K1;PLCG2;NFATC2;GZMB;RAC1
Hypoxic and oxygen homeostasis regulation of HIF-1-alpha	2/19	0.018367761018736876	0.09230677352728277	0	0	10.616169755573463	42.434510730701675	EGLN1;EGLN3
IGF-1 receptor and longevity	2/19	0.018367761018736876	0.09230677352728277	0	0	10.616169755573463	42.434510730701675	SOD2;SOD1
MAL role in Rho-mediated activation of SRF	2/19	0.018367761018736876	0.09230677352728277	0	0	10.616169755573463	42.434510730701675	MAP2K1;RAC1
STAT3 pathway	2/19	0.018367761018736876	0.09230677352728277	0	0	10.616169755573463	42.434510730701675	CISH;RAC1
Metabolism of vitamins and cofactors	3/51	0.018784465457159914	0.0938034382639188	0	0	5.6568233944954125	22.484317684570936	NAMPT;SLC2A1;SLC2A3
Vitamin B12 metabolism	3/52	0.01977574151855224	0.09713407471687621	0	0	5.54109717281408	21.739382483424865	SOD2;LDLR;SOD1
GATA3-mediated activation of Th2 cytokine expression	2/20	0.02026189646945222	0.09713407471687621	0	0	10.025875190258752	39.0910194873554	GNAS;NFATC2
Hypertrophy pathway	2/20	0.02026189646945222	0.09713407471687621	0	0	10.025875190258752	39.0910194873554	VEGFA;HBEGF
N-glycan antennae elongation in the medial/trans-Golgi	2/20	0.02026189646945222	0.09713407471687621	0	0	10.025875190258752	39.0910194873554	FUT8;MGAT4B
Urea cycle and metabolism of amino groups	2/20	0.02026189646945222	0.09713407471687621	0	0	10.025875190258752	39.0910194873554	OAT;CKB
Cell surface interactions at the vascular wall	4/94	0.020436319902409954	0.09713407471687621	0	0	4.032565284178188	15.688459630508019	SLC7A5;SLC16A1;BSG;SLC16A3
ERBB signaling pathway	4/94	0.020436319902409954	0.09713407471687621	0	0	4.032565284178188	15.688459630508019	CDKN1A;MAP2K1;PLCG2;HBEGF
Fc gamma receptor-mediated phagocytosis	4/94	0.020436319902409954	0.09713407471687621	0	0	4.032565284178188	15.688459630508019	MAP2K1;ARPC2;PLCG2;RAC1
Starch and sucrose metabolism	3/53	0.020795402364862905	0.09824893692141816	0	0	5.43	21.030516827742527	PGM2;PYGL;HK2
RANKL signaling pathway	3/54	0.02184346920175862	0.10258629285825924	0	0	5.3232595790609825	20.35536367879538	MAP2K1;TRAF6;RAC1
E-cadherin keratinocyte pathway	2/21	0.0222338694816875	0.1025878539242774	0	0	9.497716894977168	36.149625939879684	CTNNA1;RAC1
S1P/S1P1 pathway	2/21	0.0222338694816875	0.1025878539242774	0	0	9.497716894977168	36.149625939879684	RAC1;VEGFA
Y branching of actin filaments	2/21	0.0222338694816875	0.1025878539242774	0	0	9.497716894977168	36.149625939879684	ARPC2;RAC1
Mitochondrial pathway of apoptosis: BH3-only Bcl-2 family	4/97	0.022639611922203068	0.10325233414230187	0	0	3.9018879143749072	14.780562773368992	BNIP3;CSNK2B;GZMB;PIM2
TSH regulation of gene expression	4/97	0.022639611922203068	0.10325233414230187	0	0	3.9018879143749072	14.780562773368992	EMP1;HMGCR;CKB;VEGFA
Vibrio cholerae infection	3/55	0.02291995101016618	0.1039301226840294	0	0	5.2206245589273115	19.711760255054017	PLCG2;GNAS;ACTG1
Wnt signaling pathway and pluripotency	4/98	0.02340493857590711	0.10552283735080406	0	0	3.860182370820669	14.494244529985398	PPP2CB;PPM1J;PPP2R3A;LDLR
CCR3 signaling in eosinophils	2/22	0.024281745000964333	0.10885395912364125	0	0	9.022374429223744	33.54546281839134	MAP2K1;GNAS
Endocytosis	6/201	0.02450191626246878	0.10922040639032693	0	0	2.8027191413237924	10.395296365056927	RAB5C;PDCD6IP;TFRC;TRAF6;IL2RA;LDLR
Dilated cardiomyopathy	4/100	0.024982333969039535	0.10966723573034029	0	0	3.779377880184332	13.944341019855882	TPM4;ITGB5;GNAS;ACTG1
Integrin-mediated cell adhesion	4/100	0.024982333969039535	0.10966723573034029	0	0	3.779377880184332	13.944341019855882	MAP2K1;ITGB5;RAC1;VCL
Inositol phosphate metabolism	3/57	0.025158136460318874	0.10966723573034029	0	0	5.026758409785932	18.511409409189696	TPI1;IMPA2;PLCG2
SHP2 signaling	3/57	0.025158136460318874	0.10966723573034029	0	0	5.026758409785932	18.511409409189696	MAP2K1;IL2RA;VEGFA
GnRH signaling pathway	4/101	0.02579452281156427	0.11182350823255059	0	0	3.7402251888450757	13.68022185707049	MAP2K1;GNAS;CALM1;HBEGF
Hypoxia and p53 in the cardiovascular system	2/23	0.026403620910022123	0.11321987444569268	0	0	8.592302674494455	31.226611416997688	CDKN1A;UBE2A
Signaling events mediated by PRL	2/23	0.026403620910022123	0.11321987444569268	0	0	8.592302674494455	31.226611416997688	CDKN1A;RAC1
Signaling by ERBB2	4/102	0.026622446537996388	0.11354113685664406	0	0	3.7018715320229476	13.422988263814362	MAP2K1;CDKN1A;CALM1;HBEGF
Ras-independent pathway in NK cell-mediated cytotoxicity	2/24	0.02859762751502837	0.11929716228826767	0	0	8.201328352013283	29.151059988924803	MAP2K1;RAC1
SREBP signaling	2/24	0.02859762751502837	0.11929716228826767	0	0	8.201328352013283	29.151059988924803	SREBF1;SREBF2
Tumor suppressor Arf inhibits ribosomal biogenesis	2/24	0.02859762751502837	0.11929716228826767	0	0	8.201328352013283	29.151059988924803	UBE2A;RAC1
Natural killer cell receptor signaling pathway	3/60	0.028728087243055585	0.11929716228826767	0	0	4.761467889908257	16.90263956254847	MAP2K1;PLCG2;RAC1
Selenium pathway	3/60	0.028728087243055585	0.11929716228826767	0	0	4.761467889908257	16.90263956254847	SOD2;LDLR;SOD1
ERBB1 downstream pathway	4/106	0.030092460693362244	0.12360436782446829	0	0	3.555977229601518	12.458297287396759	MAP2K1;ARPC2;RAC1;YWHAZ
Alpha-9 beta-1 integrin pathway	2/25	0.030861927074043415	0.12360436782446829	0	0	7.844351796704387	27.284475346816198	RAC1;VEGFA
Ck1/Cdk5 regulation by type 1 glutamate receptors	2/25	0.030861927074043415	0.12360436782446829	0	0	7.844351796704387	27.284475346816198	GNB1;GNAS
DARPP-32 events	2/25	0.030861927074043415	0.12360436782446829	0	0	7.844351796704387	27.284475346816198	PPP2CB;CALM1
Fatty acid biosynthesis	2/25	0.030861927074043415	0.12360436782446829	0	0	7.844351796704387	27.284475346816198	ACLY;ACSL4
Metal ion solute carrier family (SLC) transporters	2/25	0.030861927074043415	0.12360436782446829	0	0	7.844351796704387	27.284475346816198	SLC31A1;SLC39A6
SHC1 events in ERBB2 signaling	2/25	0.030861927074043415	0.12360436782446829	0	0	7.844351796704387	27.284475346816198	MAP2K1;HBEGF
Folate metabolism	3/63	0.03255206192434001	0.1290178759454532	0	0	4.522706422018349	15.489883102349399	SOD2;LDLR;SOD1
Signaling by interleukins	4/109	0.032862345558928995	0.1290178759454532	0	0	3.4538512179065175	11.796379427159883	MAP2K1;TRAF6;IL2RA;YWHAZ
Fibroblast growth factor 1	2/26	0.033194713329438526	0.1290178759454532	0	0	7.517123287671233	25.598545934608165	CDKN1A;VEGFA
Inhibition of activated T cell apoptosis by neuropeptides VIP and PACAP	2/26	0.033194713329438526	0.1290178759454532	0	0	7.517123287671233	25.598545934608165	NFATC2;CALM1
Physiological and pathological hypertrophy  of the heart	2/26	0.033194713329438526	0.1290178759454532	0	0	7.517123287671233	25.598545934608165	RAC1;CALM1
Ras signaling pathway	2/26	0.033194713329438526	0.1290178759454532	0	0	7.517123287671233	25.598545934608165	MAP2K1;RAC1
Endothelins	3/64	0.03388283526152554	0.12977454864729926	0	0	4.448338095954279	15.056942645990686	MAP2K1;GNAS;RAC1
Interferon alpha/beta signaling	3/64	0.03388283526152554	0.12977454864729926	0	0	4.448338095954279	15.056942645990686	IFITM3;IFITM1;IFITM2
MAPK cascade role in angiogenesis	3/64	0.03388283526152554	0.12977454864729926	0	0	4.448338095954279	15.056942645990686	MAP2K1;RAC1;VEGFA
LPA receptor mediated events	3/65	0.035241515478620936	0.1337325358070314	0	0	4.37636874815034	14.641275013875935	GNB1;RAC1;HBEGF
ADP signalling through P2Y purinoceptor 12	2/27	0.03559421105130113	0.1337325358070314	0	0	7.21607305936073	24.069733160931406	GNB1;GNAS
Mammalian calpain regulation of cell motility	2/27	0.03559421105130113	0.1337325358070314	0	0	7.21607305936073	24.069733160931406	MAP2K1;RAC1
Oxidative stress	2/27	0.03559421105130113	0.1337325358070314	0	0	7.21607305936073	24.069733160931406	SOD2;SOD1
Lipid metabolism regulation by peroxisome proliferator-activated receptor alpha (PPAR-alpha)	4/112	0.03577663190424616	0.13378086527227592	0	0	3.357398873527906	11.181683789843046	SREBF1;HMGCS1;HMGCR;SREBF2
Beta-1 integrin cell surface interactions	3/66	0.03662799894104864	0.13560569789962465	0	0	4.306684141546527	14.241956101022435	IGSF8;LAMA5;VEGFA
Thyroid-stimulating hormone signaling pathway	3/66	0.03662799894104864	0.13560569789962465	0	0	4.306684141546527	14.241956101022435	MAP2K1;GNB1;GNAS
Oocyte meiosis	4/113	0.03678025266225561	0.13560569789962465	0	0	3.3264279372595444	10.98650686554575	PPP2CB;MAP2K1;CALM1;YWHAZ
cAMP cell motility pathway inferred from amoeba model	3/67	0.03804217358187918	0.13960593002838453	0	0	4.239177178899083	13.858124139629467	MAP2K1;PLCG2;ACTG1
Epithelial cell signaling in Helicobacter pylori infection	3/68	0.03948391920515571	0.144225982652166	0	0	4.173747353563868	13.4889746293939	PLCG2;RAC1;HBEGF
Lipoprotein metabolism	2/29	0.04058639222451524	0.14489892970652726	0	0	6.680872653475393	21.40767013184399	P4HB;LDLR
Phototransduction	2/29	0.04058639222451524	0.14489892970652726	0	0	6.680872653475393	21.40767013184399	GNB1;CALM1
S1P/S1P3 pathway	2/29	0.04058639222451524	0.14489892970652726	0	0	6.680872653475393	21.40767013184399	RAC1;VEGFA
Skeletal myogenesis control by HDAC and calcium/calmodulin-dependent kinase (CaMK)	2/29	0.04058639222451524	0.14489892970652726	0	0	6.680872653475393	21.40767013184399	NFATC2;CALM1
T cell receptor calcium pathway	2/29	0.04058639222451524	0.14489892970652726	0	0	6.680872653475393	21.40767013184399	IL2RA;NFATC2
Long-term depression	3/70	0.04244960345099841	0.14941056362170518	0	0	4.048747090236889	12.79176422633397	PPP2CB;MAP2K1;GNAS
Pancreatic cancer	3/70	0.04244960345099841	0.14941056362170518	0	0	4.048747090236889	12.79176422633397	MAP2K1;RAC1;VEGFA
Activation of kainate receptors upon glutamate binding	2/30	0.043175676179656244	0.14941056362170518	0	0	6.441943900848011	20.243666945076935	GNB1;CALM1
Inflammatory response pathway	2/30	0.043175676179656244	0.14941056362170518	0	0	6.441943900848011	20.243666945076935	LAMA5;IL2RA
Nectin adhesion pathway	2/30	0.043175676179656244	0.14941056362170518	0	0	6.441943900848011	20.243666945076935	CTNNA1;RAC1
Nuclear events mediated by MAP kinases	2/30	0.043175676179656244	0.14941056362170518	0	0	6.441943900848011	20.243666945076935	PPP2CB;DUSP3
p38-alpha and p38-beta regulation	2/30	0.043175676179656244	0.14941056362170518	0	0	6.441943900848011	20.243666945076935	TRAF6;RAC1
Rac1 cell motility signaling pathway	3/71	0.043973263325236885	0.1515061343389166	0	0	3.9890043173232597	12.46234150560342	ARPC2;CTNNA1;RAC1
Interleukin-1 regulation of extracellular matrix	4/120	0.04425737659032726	0.15182204404247046	0	0	3.124582869855395	9.741615808289309	NAMPT;PIM2;SOD2;HBEGF
Alpha-6 beta-4 integrin signaling pathway	2/31	0.04582487168648637	0.1558440679337834	0	0	6.219492993229412	19.17425086928201	LAMA5;RAC1
Amino acid transport across the plasma membrane	2/31	0.04582487168648637	0.1558440679337834	0	0	6.219492993229412	19.17425086928201	SLC6A6;SLC7A5
Netrin-mediated signaling events	2/32	0.04853235181610817	0.16352677120377582	0	0	6.011872146118722	18.189067404765968	MAP2K1;RAC1
Signaling by Robo receptor	2/32	0.04853235181610817	0.16352677120377582	0	0	6.011872146118722	18.189067404765968	ENAH;RAC1
Integrins in angiogenesis	3/74	0.04870569231037683	0.16352677120377582	0	0	3.8198733686522806	11.543502120525195	RAC1;VCL;VEGFA
Glucagon signaling in metabolic regulation	2/33	0.051296517993057775	0.17005442309463273	0	0	5.8176461923700105	17.27917947380464	GNB1;GNAS
Glucagon-type ligand receptors	2/33	0.051296517993057775	0.17005442309463273	0	0	5.8176461923700105	17.27917947380464	GNB1;GNAS
Glycoprotein VI-mediated activation cascade	2/33	0.051296517993057775	0.17005442309463273	0	0	5.8176461923700105	17.27917947380464	PLCG2;RAC1
Spliceosome	4/127	0.0525242766056694	0.17286382935554795	0	0	2.945712037765539	8.679481029818165	EIF4A3;PRPF40A;CWC15;SNRPB
Signaling by FGFR in disease	4/128	0.05376942630879561	0.17286382935554795	0	0	2.9218076408503046	8.54059057716393	PPP2CB;MAP2K1;CDKN1A;CALM1
ERK activation	1/5	0.05404743434733955	0.17286382935554795	0	0	22.47159090909091	65.56970240025272	MAP2K1
Neurophilin interactions with VEGF and VEGF receptor	1/5	0.05404743434733955	0.17286382935554795	0	0	22.47159090909091	65.56970240025272	VEGFA
Nifedipine activity	1/5	0.05404743434733955	0.17286382935554795	0	0	22.47159090909091	65.56970240025272	MAP2K1
EGF receptor transactivation by GPCRs in cardiac hypertrophy	2/34	0.05411579955744023	0.17286382935554795	0	0	5.635559360730594	16.436836382273462	MAP2K1;GNB1
EPO receptor signaling	2/34	0.05411579955744023	0.17286382935554795	0	0	5.635559360730594	16.436836382273462	MAP2K1;CISH
Fatty acid beta oxidation	2/34	0.05411579955744023	0.17286382935554795	0	0	5.635559360730594	16.436836382273462	TPI1;ACSL4
N-cadherin signaling events	2/34	0.05411579955744023	0.17286382935554795	0	0	5.635559360730594	16.436836382273462	CTNNA1;RAC1
TGF-beta signaling pathway	5/185	0.054857097380753714	0.17452520094118823	0	0	2.5204475308641974	7.316918927913032	PPP2CB;MAP2K1;TRAF6;STRAP;RAC1
Peroxisome	3/78	0.05538603232818297	0.17479831802774545	0	0	3.615412844036697	10.460936179852753	ACSL4;SOD2;SOD1
Signaling by SCF-KIT	3/78	0.05538603232818297	0.17479831802774545	0	0	3.615412844036697	10.460936179852753	CDKN1A;MAP2K1;RAC1
Interleukin-2/PI3K pathway	2/35	0.05698865336357103	0.17604887348114437	0	0	5.464508094645081	15.655286151692023	IL2RA;RAC1
Interleukin-7 signaling pathway	2/35	0.05698865336357103	0.17604887348114437	0	0	5.464508094645081	15.655286151692023	MAP2K1;IL2RA
MEF2D role in T cell apoptosis	2/35	0.05698865336357103	0.17604887348114437	0	0	5.464508094645081	15.655286151692023	NFATC2;CALM1
PIK3C1/AKT pathway	2/35	0.05698865336357103	0.17604887348114437	0	0	5.464508094645081	15.655286151692023	CDKN1A;YWHAZ
Prion diseases	2/35	0.05698865336357103	0.17604887348114437	0	0	5.464508094645081	15.655286151692023	MAP2K1;SOD1
Fc epsilon receptor I signaling pathway	3/79	0.05712105400655635	0.17604887348114437	0	0	3.5676605504587156	10.212722688455695	MAP2K1;PLCG2;RAC1
Opioid signaling	3/80	0.058881661391275916	0.1807689915864463	0	0	3.521148576194448	9.972687098041376	PPP2CB;GNB1;CALM1
Ion transport by P-type ATPases	2/36	0.05991356337506611	0.1825166081194099	0	0	5.303518667741069	14.928622069233626	ATP8B4;ATP10A
Transport to the Golgi and subsequent modification	2/36	0.05991356337506611	0.1825166081194099	0	0	5.303518667741069	14.928622069233626	FUT8;MGAT4B
Adipogenesis	4/133	0.06023386724279243	0.18278662020985856	0	0	2.807844818347444	7.8886975950138964	SREBF1;CDKN1A;NAMPT;MIF
Platelet homeostasis	3/82	0.06247881415513702	0.1888727370436901	0	0	3.431657182673325	9.515737441378818	PPP2CB;GNB1;GNAS
Mitotic G1-G1/S phases	4/135	0.06293029392777161	0.18951145766798397	0	0	2.764695535934147	7.646394779034692	PSMD8;PPP2CB;CDKN1A;DBF4
ADP signalling through P2Y purinoceptor 1	1/6	0.0645028012503649	0.189898172337828	0	0	17.976363636363637	49.27405089114104	GNB1
G beta-gamma signaling through PI3K gamma	1/6	0.0645028012503649	0.189898172337828	0	0	17.976363636363637	49.27405089114104	GNB1
Low-density lipoprotein (LDL) pathway during atherogenesis	1/6	0.0645028012503649	0.189898172337828	0	0	17.976363636363637	49.27405089114104	LDLR
NF-kappaB activation	1/6	0.0645028012503649	0.189898172337828	0	0	17.976363636363637	49.27405089114104	TRAF6
PIK3C1/B pathway	1/6	0.0645028012503649	0.189898172337828	0	0	17.976363636363637	49.27405089114104	MAP2K1
Pregnenolone biosynthesis	1/6	0.0645028012503649	0.189898172337828	0	0	17.976363636363637	49.27405089114104	STARD4
Cyclin D-associated events in G1	2/38	0.06591362085437731	0.19333028570298771	0	0	5.008371385083714	13.619816075142461	PPP2CB;CDKN1A
Differentiation pathway in PC12 cells	3/84	0.06617580503491007	0.1933804080464594	0	0	3.346585117227319	9.087452314572122	MAP2K1;ANXA2;PLCG2
Integrin cell surface interactions	3/85	0.06806119331880157	0.1981560204004961	0	0	3.3056052808234506	8.883311993842057	LAMA5;ITGB5;BSG
T cell receptor signaling pathway	4/139	0.06851075625583584	0.19864908736246345	0	0	2.682232462877624	7.190433621970382	MAP2K1;NFATC2;RAC1;CALM1
Aurora B signaling	2/39	0.06898586810813052	0.19864908736246345	0	0	4.872763174133037	13.029055381359491	KIF23;VIM
G13 signaling pathway	2/39	0.06898586810813052	0.19864908736246345	0	0	4.872763174133037	13.029055381359491	RAC1;CALM1
Jak-STAT signaling pathway	5/199	0.07032682072083395	0.20177404199541085	0	0	2.336889079801451	6.203510506454389	SOCS2;CISH;IL2RA;PTPN9;PTPRJ
Toll-like receptor signaling pathway regulation	4/142	0.07285850734227514	0.20792685575053618	0	0	2.623522340212382	6.871624092777797	MAP2K1;CISH;TRAF6;RAC1
DNA replication pre-Initiation	3/88	0.07386220739452663	0.20792685575053618	0	0	3.188451160280626	8.307681622843504	PSMD8;CDKN1A;DBF4
Anandamide metabolism	1/7	0.07484312678473039	0.20792685575053618	0	0	14.979545454545455	38.832389416956126	PLD3
Creatine metabolism	1/7	0.07484312678473039	0.20792685575053618	0	0	14.979545454545455	38.832389416956126	CKB
Endothelial NOS activation	1/7	0.07484312678473039	0.20792685575053618	0	0	14.979545454545455	38.832389416956126	CALM1
FXR and LXR regulation of cholesterol metabolism	1/7	0.07484312678473039	0.20792685575053618	0	0	14.979545454545455	38.832389416956126	LDLR
FYVE-finger proteins in vesicle transport	1/7	0.07484312678473039	0.20792685575053618	0	0	14.979545454545455	38.832389416956126	TFRC
MEK activation	1/7	0.07484312678473039	0.20792685575053618	0	0	14.979545454545455	38.832389416956126	MAP2K1
PP2A-mediated dephosphorylation of key metabolic factors	1/7	0.07484312678473039	0.20792685575053618	0	0	14.979545454545455	38.832389416956126	PPP2CB
FOXM1 transcription factor network	2/41	0.07526774096306381	0.20837279866616615	0	0	4.622409553916404	11.956803631785089	MAP2K1;CENPB
Phospholipid metabolism	5/205	0.07762148806973113	0.21327084747647237	0	0	2.266087962962963	5.791919110737362	MTMR1;GM2A;DEGS1;PLD3;CDS2
Gap junction pathway	3/90	0.07784791390776177	0.21327084747647237	0	0	3.114837076874407	7.952173380048648	TUBB6;MAP2K1;GNAS
Thymic stromal lymphopoietin (TSLP) pathway	3/90	0.07784791390776177	0.21327084747647237	0	0	3.114837076874407	7.952173380048648	TFRC;CISH;IL2RA
Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling	2/42	0.07847461824252401	0.21424385395623335	0	0	4.50662100456621	11.469260508827174	ITGB5;RAC1
DNA replication	5/207	0.0801405441791648	0.21803754950814147	0	0	2.243422258892556	5.66233806926335	PSMD8;PPP2CB;CDKN1A;DBF4;KIF23
Insulin secretion regulation by glucagon-like peptide-1	2/43	0.08172366475814878	0.22078937522844846	0	0	4.396480677135538	11.010597491601978	GNB1;GNAS
Calcium regulation in the cardiac cell	4/149	0.08353404389997976	0.22078937522844846	0	0	2.4959796599396156	6.196272048804071	GNB1;GNAS;CALM1;YWHAZ
Signaling by ERBB4	3/93	0.08399917882226995	0.22078937522844846	0	0	3.0105504587155965	7.456977708652676	CDKN1A;MAP2K1;HBEGF
ERBB2/ERBB3 signaling events	2/44	0.08501356709096049	0.22078937522844846	0	0	4.291585127201565	10.578518822523533	MAP2K1;RAC1
HNF3A pathway	2/44	0.08501356709096049	0.22078937522844846	0	0	4.291585127201565	10.578518822523533	NDUFV3;SOD1
PI3K events in ERBB2 signaling	2/44	0.08501356709096049	0.22078937522844846	0	0	4.291585127201565	10.578518822523533	CDKN1A;HBEGF
Vasopressin-regulated water reabsorption	2/44	0.08501356709096049	0.22078937522844846	0	0	4.291585127201565	10.578518822523533	RAB5C;GNAS
ChREBP activates metabolic gene expression	1/8	0.08506967055696874	0.22078937522844846	0	0	12.838961038961038	31.638855311433936	ACLY
Cross-presentation of particulate exogenous antigens (phagosomes)	1/8	0.08506967055696874	0.22078937522844846	0	0	12.838961038961038	31.638855311433936	ITGB5
Glycogen biosynthesis	1/8	0.08506967055696874	0.22078937522844846	0	0	12.838961038961038	31.638855311433936	PGM2
Nef-induced signal transduction	1/8	0.08506967055696874	0.22078937522844846	0	0	12.838961038961038	31.638855311433936	RAC1
Nicotinate metabolism	1/8	0.08506967055696874	0.22078937522844846	0	0	12.838961038961038	31.638855311433936	NAMPT
Sema4D-mediated inhibition of cell attachment and migration	1/8	0.08506967055696874	0.22078937522844846	0	0	12.838961038961038	31.638855311433936	RAC1
Thiamine metabolism	1/8	0.08506967055696874	0.22078937522844846	0	0	12.838961038961038	31.638855311433936	MTMR1
L1CAM interactions	3/94	0.08609465940084442	0.22269218840487856	0	0	2.9773162617199316	7.301296181485712	MAP2K1;CSNK2B;RAC1
Signaling by the B cell receptor (BCR)	4/151	0.08671805207542696	0.22269218840487856	0	0	2.4617699614407975	6.019257001971257	PSMD8;CDKN1A;PLCG2;CALM1
Translation	4/151	0.08671805207542696	0.22269218840487856	0	0	2.4617699614407975	6.019257001971257	ETF1;EEF2;EIF3C;EIF3D
G-protein signaling pathways	3/95	0.088212246508059	0.22269218840487856	0	0	2.9448045472676507	7.150013346647642	GNB1;GNAS;CALM1
Integrated breast cancer pathway	4/152	0.0883319675233553	0.22269218840487856	0	0	2.4450118321086065	5.933195795674459	RAC1;HMGCR;BMPR1A;VEGFA
Amino sugar and nucleotide sugar metabolism	2/45	0.08834303545085803	0.22269218840487856	0	0	4.191568440055219	10.170957816540428	PGM2;HK2
G alpha (z) signaling events	2/45	0.08834303545085803	0.22269218840487856	0	0	4.191568440055219	10.170957816540428	GNB1;GNAS
HNF3B pathway	2/45	0.08834303545085803	0.22269218840487856	0	0	4.191568440055219	10.170957816540428	TFRC;HMGCS1
Interleukin-3, interleukin-5, and GM-CSF signaling	2/45	0.08834303545085803	0.22269218840487856	0	0	4.191568440055219	10.170957816540428	IL2RA;YWHAZ
Agrin in postsynaptic differentiation	2/47	0.09511562730162967	0.2339561445922231	0	0	4.004870624048706	9.422106924075436	LAMA5;RAC1
Regulation of NFAT transcription factors	2/47	0.09511562730162967	0.2339561445922231	0	0	4.004870624048706	9.422106924075436	IL2RA;NFATC2
Benzo(a)pyrene metabolism	1/9	0.09518367859835693	0.2339561445922231	0	0	11.233522727272728	26.420647776962355	AKR1A1
Calcium/calmodulin-dependent protein kinase activation	1/9	0.09518367859835693	0.2339561445922231	0	0	11.233522727272728	26.420647776962355	CALM1
EGFR transactivation by gastrin	1/9	0.09518367859835693	0.2339561445922231	0	0	11.233522727272728	26.420647776962355	HBEGF
Gene expression regulation by hypoxia-inducible factor	1/9	0.09518367859835693	0.2339561445922231	0	0	11.233522727272728	26.420647776962355	VEGFA
Inactivation of Cdc42 and Rac	1/9	0.09518367859835693	0.2339561445922231	0	0	11.233522727272728	26.420647776962355	RAC1
Ketone body biosynthesis and degradation	1/9	0.09518367859835693	0.2339561445922231	0	0	11.233522727272728	26.420647776962355	HMGCS1
Senescence and autophagy	3/99	0.09689847516767527	0.23743135685495587	0	0	2.8215309633027523	6.585711428141454	RSL1D1;MAP2K1;CDKN1A
ATM pathway	2/48	0.09855628624360943	0.23780094754192	0	0	3.9176096883065314	9.07760098659185	CDKN1A;RBBP8
Diurnally regulated genes with circadian orthologs	2/48	0.09855628624360943	0.23780094754192	0	0	3.9176096883065314	9.07760098659185	IDI1;PPP2CB
Lipid digestion, mobilization, and transport	2/48	0.09855628624360943	0.23780094754192	0	0	3.9176096883065314	9.07760098659185	P4HB;LDLR
N-glycan biosynthesis	2/48	0.09855628624360943	0.23780094754192	0	0	3.9176096883065314	9.07760098659185	FUT8;MGAT4B
Post-translational regulation of adherens junction stability and disassembly	2/48	0.09855628624360943	0.23780094754192	0	0	3.9176096883065314	9.07760098659185	CTNNA1;RAC1
Melanogenesis	3/101	0.10136742858189983	0.24055668560456048	0	0	2.7636678524620857	6.326045267089801	MAP2K1;GNAS;CALM1
RNA polymerase II transcription	3/101	0.10136742858189983	0.24055668560456048	0	0	2.7636678524620857	6.326045267089801	CDK9;SNRPB;NELFE
Amino acid and oligopeptide SLC transporters	2/49	0.10203158144324788	0.24055668560456048	0	0	3.8340619838725347	8.75114254301144	SLC7A5;SLC6A6
Angiopoietin receptor Tie2-mediated signaling	2/49	0.10203158144324788	0.24055668560456048	0	0	3.8340619838725347	8.75114254301144	CDKN1A;RAC1
Arf6 integrin-mediated signaling pathway	2/49	0.10203158144324788	0.24055668560456048	0	0	3.8340619838725347	8.75114254301144	IL2RA;CTNNA1
FoxO family signaling	2/49	0.10203158144324788	0.24055668560456048	0	0	3.8340619838725347	8.75114254301144	SOD2;YWHAZ
G alpha 12 pathway	2/49	0.10203158144324788	0.24055668560456048	0	0	3.8340619838725347	8.75114254301144	MAP2K1;PLD3
Activation of calcium-permeable kainate receptor	1/10	0.10518638343925647	0.24055668560456048	0	0	9.984848484848484	22.486092683742513	CALM1
Apoptotic DNA fragmentation and tissue homeostasis	1/10	0.10518638343925647	0.24055668560456048	0	0	9.984848484848484	22.486092683742513	GZMB
COPI-mediated vesicle transport	1/10	0.10518638343925647	0.24055668560456048	0	0	9.984848484848484	22.486092683742513	COPE
Free radical-induced apoptosis	1/10	0.10518638343925647	0.24055668560456048	0	0	9.984848484848484	22.486092683742513	SOD1
Glycoprotein 1b-IX-V activation signaling	1/10	0.10518638343925647	0.24055668560456048	0	0	9.984848484848484	22.486092683742513	YWHAZ
