Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
CD28 co-stimulation	3/31	0.05911594108621052	0.3155568165567375	0	0	3.6202712792434046	10.23904911674362	CD86;SRC;CD28
NF-kappaB activation by non-typeable Hemophilus influenzae	3/31	0.05911594108621052	0.3155568165567375	0	0	3.6202712792434046	10.23904911674362	NFKBIA;CREBBP;DUSP1
Transport of vitamins, nucleosides, and related molecules	3/31	0.05911594108621052	0.3155568165567375	0	0	3.6202712792434046	10.23904911674362	SLC35D1;SLCO3A1;SLC28A2
T cell receptor/Ras pathway	2/14	0.06013078536285726	0.3187755333619967	0	0	5.626376811594203	15.817058036400608	FOS;RAF1
Notch signaling pathway	7/121	0.061198046733725316	0.3222264501490027	0	0	2.080070791012619	5.810968977269599	CREBBP;NCOR1;SRC;INPP5K;DTX4;JAK2;BIRC3
Interferon-gamma signaling pathway	6/97	0.06170540736661091	0.322702603390249	0	0	2.2322896018167473	6.217783097942344	CREBBP;CEBPB;IRF1;PRKCD;CASP1;JAK2
Seven transmembrane receptor signaling through beta-arrestin	5/74	0.06249160899116439	0.323289169917377	0	0	2.4518597344684303	6.798327847627134	NFKBIA;SRC;RAF1;MAPK6;NFKB2
Signaling events mediated by stem cell factor receptor (c-Kit)	4/52	0.0626529399064684	0.323289169917377	0	0	2.8177719604421174	7.805635985552068	CREBBP;STAP1;JAK2;RAF1
Immune system signaling by interferons, interleukins, prolactin, and growth hormones	13/280	0.06340274785790988	0.32499156849021354	0	0	1.6537041464127287	4.56132628155612	EIF4A2;RIPK2;IL1R2;PRKCD;ISG15;NFKB2;IRF1;PELI1;CASP1;JAK2;RAF1;IL7R;EIF4G3
Androgen receptor regulation of biosynthesis and transcription	4/53	0.06629301428392896	0.33757100694579617	0	0	2.7601239448659043	7.490067622710266	DNAJA1;CREBBP;SRC;SMARCA2
Endocytosis	10/201	0.06688712231460119	0.33783599382262053	0	0	1.7758571336232767	4.803247490096601	SH3GL3;RAB11FIP1;IQSEC1;SH3KBP1;SRC;CHMP4C;VPS37A;SMAP2;HSPA1B;HSPA1A
AKAP95 role in mitosis and chromosome dynamics	2/15	0.06809097549913282	0.33783599382262053	0	0	5.193311036789297	13.953962437368851	DDX5;H3F3B
PRC2 complex long-term gene silencing through modification of histone tails	2/15	0.06809097549913282	0.33783599382262053	0	0	5.193311036789297	13.953962437368851	CBX4;H3F3B
Repression of pain sensation by the transcriptional regulator DREAM	2/15	0.06809097549913282	0.33783599382262053	0	0	5.193311036789297	13.953962437368851	POLR2A;FOS
Syndecan 2 pathway	3/33	0.06883005456378109	0.3393277849195323	0	0	3.3785714285714286	9.041444968529618	EPB41;SRC;PRKCD
Neurotrophin signaling pathway	7/126	0.072649385924103	0.3511046277661568	0	0	1.992156862745098	5.223655111745832	NFKBIA;RIPK2;PRKCD;RAF1;NFKBIE;ATF4;NFKBIB
Calcineurin-dependent NFAT signaling role in lymphocytes	4/55	0.07389475065782758	0.3511046277661568	0	0	2.651610033193033	6.90774505866957	NR4A1;CREBBP;CSNK1A1;PRKCD
T cell receptor signaling in naive CD8+ T cells	4/55	0.07389475065782758	0.3511046277661568	0	0	2.651610033193033	6.90774505866957	CD86;CD28;ORAI1;BCL10
TAp63 pathway	4/55	0.07389475065782758	0.3511046277661568	0	0	2.651610033193033	6.90774505866957	DST;GADD45A;PRKCD;DHRS3
EGF receptor transactivation by GPCRs in cardiac hypertrophy	3/34	0.07394063866393225	0.3511046277661568	0	0	3.2694166573002135	8.515171777682045	NFKBIA;FOS;RAF1
MAPK/TRK pathway	3/34	0.07394063866393225	0.3511046277661568	0	0	3.2694166573002135	8.515171777682045	PRKCD;FOS;RAF1
Signaling by SCF-KIT	5/78	0.07476783761198029	0.3528677214126387	0	0	2.3170322827857075	6.00891613734208	GRB7;NR4A1;SRC;JAK2;RAF1
Acetylation and deacetylation of RelA in the nucleus	2/16	0.07637436577304078	0.3561069825803227	0	0	4.822111801242236	12.402993139614592	NFKBIA;CREBBP
p75 neurotrophin receptor signaling via NF-kB	2/16	0.07637436577304078	0.3561069825803227	0	0	4.822111801242236	12.402993139614592	NFKBIA;RIPK2
Signaling events mediated by hepatocyte growth factor receptor (c-Met)	5/79	0.07802723990552575	0.359482640993315	0	0	2.2856029106029108	5.829881135693878	SH3KBP1;SRC;RANBP9;RAF1;ETS1
Unfolded protein response	5/79	0.07802723990552575	0.359482640993315	0	0	2.2856029106029108	5.829881135693878	TSPYL2;DDIT3;DNAJB9;ATF3;ATF4
Arf6 signal transduction regulation	3/35	0.07921452860275047	0.36065908905016975	0	0	3.1670840592334493	8.030444263002677	SRC;IQSEC1;KIF13B
Primary immunodeficiency	3/35	0.07921452860275047	0.36065908905016975	0	0	3.1670840592334493	8.030444263002677	DCLRE1C;CD40LG;IL7R
Apoptosis modulation and signaling	5/80	0.08136189726187533	0.3653097509523605	0	0	2.255011655011655	5.6574819500765186	NFKBIA;BAG3;IL1R2;FOS;BIRC3
Inositol phosphate metabolism	4/57	0.08191734417860719	0.3653097509523605	0	0	2.5512858507030196	6.383430827401633	ITPKB;PLCB4;INPP5K;SYNJ2
GM-CSF-mediated signaling events	3/36	0.08464723335323861	0.3653097509523605	0	0	3.070953436807095	7.582991248796034	FOS;JAK2;RAF1
MAP kinase signaling pathway	5/81	0.08477126923131013	0.3653097509523605	0	0	2.2252254324622744	5.491408206529007	NFKBIA;ATF2;FOS;RAF1;MAPK6
Apoptotic cleavage of cellular proteins	2/17	0.08495575603543268	0.3653097509523605	0	0	4.5004057971014495	11.096311581918128	PRKCD;ACIN1
Atypical NF-kappaB pathway	2/17	0.08495575603543268	0.3653097509523605	0	0	4.5004057971014495	11.096311581918128	NFKBIA;SRC
Chromatin remodeling by hSWI/SNF ATP-dependent complexes	2/17	0.08495575603543268	0.3653097509523605	0	0	4.5004057971014495	11.096311581918128	POLR2A;GTF2B
Eukaryotic protein translation	2/17	0.08495575603543268	0.3653097509523605	0	0	4.5004057971014495	11.096311581918128	EIF4A2;EIF4G3
Inflammasomes	2/17	0.08495575603543268	0.3653097509523605	0	0	4.5004057971014495	11.096311581918128	AIM2;CASP1
NO2-dependent IL-12 pathway in NK cells	2/17	0.08495575603543268	0.3653097509523605	0	0	4.5004057971014495	11.096311581918128	CXCR3;JAK2
ERBB1 downstream pathway	6/106	0.0863592683058721	0.3692932246891989	0	0	2.0304378283712783	4.973027812717355	ATF2;DUSP1;SRC;PRKCD;FOS;RAF1
Allograft rejection	3/37	0.0902341215163738	0.3837429123828205	0	0	2.980477556876409	7.169084645956141	CD86;CD40LG;CD28
Bone remodeling	2/18	0.09381112670446083	0.39461854385463413	0	0	4.218913043478261	9.983938779576022	NFKBIA;FOS
Botulinum neurotoxicity	2/18	0.09381112670446083	0.39461854385463413	0	0	4.218913043478261	9.983938779576022	STX6;VAMP2
Signaling of hepatocyte growth factor receptor	3/38	0.09597044057605386	0.4015195730046794	0	0	2.8951717272274764	6.785457536683224	SRC;FOS;RAF1
Diabetes pathways	7/137	0.10199676571614003	0.42147204284210404	0	0	1.8225506072874493	4.160544360726226	TSPYL2;DDIT3;DNAJB9;KLF4;ATF3;VAMP2;ATF4
Apoptosis modulation by HSP70	2/19	0.10291759185679286	0.42147204284210404	0	0	3.970537084398977	9.02831319632714	HSPA1B;HSPA1A
Platelet calcium homeostasis	2/19	0.10291759185679286	0.42147204284210404	0	0	3.970537084398977	9.02831319632714	ORAI1;ATP2B1
STAT3 pathway	2/19	0.10291759185679286	0.42147204284210404	0	0	3.970537084398977	9.02831319632714	SRC;JAK2
Adaptive immune system	23/606	0.11095544645959199	0.44785616495062464	0	0	1.3416227529707538	2.949727393351788	CD86;CD274;CD74;WSB1;RIPK2;SRC;SH3KBP1;UBE2D3;CYBB;DAPP1;UBR2;BCL10;FYB;NFKBIA;NR4A1;CD40LG;IGKC;CD28;ORAI1;RAF1;NFKBIE;NFKBIB;KLRG1
4-1BB-dependent immune response	2/20	0.11225335400571211	0.44785616495062464	0	0	3.74975845410628	8.200710013720261	NFKBIA;ATF2
GATA3-mediated activation of Th2 cytokine expression	2/20	0.11225335400571211	0.44785616495062464	0	0	3.74975845410628	8.200710013720261	MAF;JUNB
Hypertrophy pathway	2/20	0.11225335400571211	0.44785616495062464	0	0	3.74975845410628	8.200710013720261	IFRD1;ATF3
Nerve growth factor (NGF) pathway	2/20	0.11225335400571211	0.44785616495062464	0	0	3.74975845410628	8.200710013720261	FOS;RAF1
MAPK cascade role in angiogenesis	4/64	0.11314008712039426	0.44907911503171877	0	0	2.25282140779523	4.909187378040552	ATF2;GRB7;SRC;RAF1
FOXM1 transcription factor network	3/41	0.11402701488641293	0.4502903547045082	0	0	2.6661929213277094	5.789157709920372	CREBBP;FOS;HSPA1B
LPA receptor mediated events	4/65	0.11797665543055165	0.4635224939251116	0	0	2.2157754699167453	4.735707135804504	NFKBIA;SRC;PRKCD;FOS
Eukaryotic transcription initiation	3/42	0.12031172177381169	0.4666900455508172	0	0	2.5976949879388904	5.501058726425402	POLR2A;GTF2B;TAF7
CD28-dependent PI3K/Akt signaling	2/21	0.12179766046675075	0.4666900455508172	0	0	3.5522196796338674	7.478822468654659	CD86;CD28
IGF1 signaling pathway	2/21	0.12179766046675075	0.4666900455508172	0	0	3.5522196796338674	7.478822468654659	FOS;RAF1
Oxidative stress-induced gene expression via Nrf2	2/21	0.12179766046675075	0.4666900455508172	0	0	3.5522196796338674	7.478822468654659	MAFF;FOS
T cell activation co-stimulatory signal	2/21	0.12179766046675075	0.4666900455508172	0	0	3.5522196796338674	7.478822468654659	CD86;CD28
Cell differentiation by G alpha (i/o) pathway inferred from mouse Neuro2A model	3/43	0.12672087623717557	0.48316235570233446	0	0	2.5326219512195123	5.231810487629906	CREBBP;SRC;RAF1
Adipocytokine signaling pathway	4/67	0.12791256676123933	0.48494188682981265	0	0	2.145211778719632	4.411431351294908	NFKBIA;JAK2;NFKBIE;NFKBIB
Fatty acid, triacylglycerol, and ketone body metabolism	8/173	0.12844068062029923	0.48494188682981265	0	0	1.6409863130425522	3.367776699987644	HELZ2;CREBBP;MED13;NCOR1;RORA;GRHL1;LPIN2;ARNTL
CCR3 signaling in eosinophils	2/22	0.13153076142992193	0.4886511088490998	0	0	3.3744347826086956	6.845089978613877	RAF1;CCR3
CTLA4 inhibitory signaling	2/22	0.13153076142992193	0.4886511088490998	0	0	3.3744347826086956	6.845089978613877	CD86;SRC
Epstein-Barr virus LMP1 signaling	2/22	0.13153076142992193	0.4886511088490998	0	0	3.3744347826086956	6.845089978613877	TRAF1;NFKB2
Activation of NF-kappaB in B cells	4/68	0.13300772022684368	0.4886511088490998	0	0	2.111583769633508	4.259799517542162	NFKBIA;BCL10;NFKBIE;NFKBIB
Gastrin pathway	3/44	0.1332493415457302	0.4886511088490998	0	0	2.47072320897425	4.979824550553672	FOS;KLF4;BIRC3
HNF3A pathway	3/44	0.1332493415457302	0.4886511088490998	0	0	2.47072320897425	4.979824550553672	CEBPB;CREBBP;FOS
G alpha s pathway	6/120	0.1338424225788232	0.4886511088490998	0	0	1.7797953728454234	3.5793324529383335	RGS2;RGS1;SRC;RGS16;RAF1;MAPK6
Blockade of neurotransmitter release by botulinum toxin	1/5	0.13617593695081176	0.49023337302292236	0	0	8.428385416666666	16.804578690838174	VAMP2
FOSB gene expression and drug abuse	1/5	0.13617593695081176	0.49023337302292236	0	0	8.428385416666666	16.804578690838174	FOSB
GRB7 events in ERBB2 signaling	1/5	0.13617593695081176	0.49023337302292236	0	0	8.428385416666666	16.804578690838174	GRB7
FSH regulation of apoptosis	11/263	0.14082263910223924	0.4956419586299801	0	0	1.4784971114476415	2.8982299640902123	PTP4A1;RAB14;DUSP1;CSNK1A1;PTGER2;RGS16;CASP4;ISG15;ATP2B1;MAPK6;AREG
Angiogenesis	2/23	0.1414338695533618	0.4956419586299801	0	0	3.2135817805383025	6.285518594454037	CREBBP;SRC
Collagen binding in corneal epithelia mediated by Erk and PI-3 Kinase	2/23	0.1414338695533618	0.4956419586299801	0	0	3.2135817805383025	6.285518594454037	SRC;RAF1
Mitochondrial pathway of apoptosis: antiapoptotic Bcl-2 family	2/23	0.1414338695533618	0.4956419586299801	0	0	3.2135817805383025	6.285518594454037	NR4A1;MAPK6
Signaling events mediated by PRL	2/23	0.1414338695533618	0.4956419586299801	0	0	3.2135817805383025	6.285518594454037	PTP4A1;SRC
Hedgehog signaling pathway	4/70	0.14344160043038184	0.4956419586299801	0	0	2.0473848431963617	3.9756677662728137	ARL13B;CSNK1A1;CSNK1E;ARNTL
Long-term potentiation	4/70	0.14344160043038184	0.4956419586299801	0	0	2.0473848431963617	3.9756677662728137	CREBBP;PLCB4;RAF1;ATF4
MicroRNA regulation of DNA damage response	4/70	0.14344160043038184	0.4956419586299801	0	0	2.0473848431963617	3.9756677662728137	GADD45B;GADD45A;TLK2;DDB2
Renal cell carcinoma	4/70	0.14344160043038184	0.4956419586299801	0	0	2.0473848431963617	3.9756677662728137	ARNT2;CREBBP;RAF1;ETS1
Mitochondrial pathway of apoptosis: multidomain Bcl-2 family	4/71	0.1487758762474286	0.5095244611305741	0	0	2.016722669375635	3.8424905243959437	DNAJA1;PRKCD;HSPA1B;HSPA1A
Viral myocarditis	4/71	0.1487758762474286	0.5095244611305741	0	0	2.016722669375635	3.8424905243959437	CD86;CD40LG;CD28;EIF4G3
NF-kappaB signaling pathway	2/24	0.1514891209777886	0.5128686979616895	0	0	3.0673517786561266	5.7888334654598	NFKBIA;TNFAIP3
Tumor suppressor Arf inhibits ribosomal biogenesis	2/24	0.1514891209777886	0.5128686979616895	0	0	3.0673517786561266	5.7888334654598	HSPA1A;NFKBIB
Factors involved in megakaryocyte development and platelet production	6/125	0.15328386342046157	0.5128686979616895	0	0	1.7045725470573518	3.196864038450154	DOCK10;CREBBP;IRF1;MAFF;JMJD1C;JAK2
Downstream signaling events Of B cell receptor (BCR)	5/98	0.1534004087093018	0.5128686979616895	0	0	1.8168659297691556	3.4060853276637766	NFKBIA;NR4A1;BCL10;NFKBIE;NFKBIB
Costimulation by the CD28 family	4/72	0.15418535010737328	0.5128686979616895	0	0	1.9869623241966943	3.7148244198686053	CD86;CD274;SRC;CD28
Leishmaniasis	4/72	0.15418535010737328	0.5128686979616895	0	0	1.9869623241966943	3.7148244198686053	NFKBIA;FOS;JAK2;NFKBIB
Granule cell survival pathway	5/99	0.15800823546529644	0.5128686979616895	0	0	1.7974445766998959	3.316479591116249	CREBBP;PLCB4;POLR2A;PLAGL1;FOS
ATM pathway	3/48	0.16045323029992725	0.5128686979616895	0	0	2.250638792102207	4.118112584099075	NFKBIA;DCLRE1C;GADD45A
HES/HEY pathway	3/48	0.16045323029992725	0.5128686979616895	0	0	2.250638792102207	4.118112584099075	CREBBP;NCOR1;JAK2
Presenilin action in Notch and Wnt signaling	3/48	0.16045323029992725	0.5128686979616895	0	0	2.250638792102207	4.118112584099075	CREBBP;CSNK1A1;FOS
ADP signalling through P2Y purinoceptor 1	1/6	0.16110345729981132	0.5128686979616895	0	0	6.742361111111111	12.309586182426067	SRC
Interleukin-1-beta (IL-1b) processing pathway	1/6	0.16110345729981132	0.5128686979616895	0	0	6.742361111111111	12.309586182426067	CASP1
NF-kappaB activation	1/6	0.16110345729981132	0.5128686979616895	0	0	6.742361111111111	12.309586182426067	NFKBIA
Signaling by EGFR	1/6	0.16110345729981132	0.5128686979616895	0	0	6.742361111111111	12.309586182426067	SRC
Alpha-9 beta-1 integrin pathway	2/25	0.16167953785872383	0.5128686979616895	0	0	2.9338374291115312	5.345859787775027	SRC;SAT1
Cellular response to hypoxia	2/25	0.16167953785872383	0.5128686979616895	0	0	2.9338374291115312	5.345859787775027	CREBBP;UBE2D3
IGF1 receptor signaling through beta-arrestin	2/25	0.16167953785872383	0.5128686979616895	0	0	2.9338374291115312	5.345859787775027	SRC;MAPK6
Regulatory RNA pathways	2/25	0.16167953785872383	0.5128686979616895	0	0	2.9338374291115312	5.345859787775027	POLR2A;TNRC6B
Apoptosis	10/242	0.16338966562384058	0.5144673509511388	0	0	1.4589034847655538	2.642974856854246	NFKBIA;IRF1;PRKCD;CASP4;CASP1;ACIN1;TRAF1;NFKBIE;NFKBIB;BIRC3
E2F transcription factor network	4/74	0.16522063653025068	0.5144673509511388	0	0	1.9299925205684367	3.4749004024411834	RBL2;CREBBP;TFE3;SMARCA2
RANKL regulation of apoptosis and immune response	4/74	0.16522063653025068	0.5144673509511388	0	0	1.9299925205684367	3.4749004024411834	CD86;BAG3;CD70;RELB
Wnt/calcium/cyclic GMP pathway	4/74	0.16522063653025068	0.5144673509511388	0	0	1.9299925205684367	3.4749004024411834	NFAT5;PLCB4;FZD5;PRKCD
GnRH signaling pathway	5/101	0.1673905700761058	0.5144673509511388	0	0	1.759815705128205	3.1455393860425116	PLCB4;SRC;PRKCD;RAF1;ATF4
RNA polymerase II transcription	5/101	0.1673905700761058	0.5144673509511388	0	0	1.759815705128205	3.1455393860425116	CCNT2;POLR2A;GTF2B;SRSF5;SRSF11
Deadenylation-dependent mRNA decay	3/49	0.1675009979840917	0.5144673509511388	0	0	2.2015982426905016	3.933740818816311	EIF4A2;PAN2;PAN3
G alpha 12 pathway	3/49	0.1675009979840917	0.5144673509511388	0	0	2.2015982426905016	3.933740818816311	SRC;RAF1;MAPK6
Termination of O-glycan biosynthesis	2/26	0.17198899224448552	0.5225636116074667	0	0	2.811449275362319	4.949063891221031	ST6GALNAC3;MUC4
YAP1- and WWTR1 (TAZ)-stimulated gene expression	2/26	0.17198899224448552	0.5225636116074667	0	0	2.811449275362319	4.949063891221031	HELZ2;CREBBP
Signaling by ERBB2	5/102	0.17216243018075453	0.5225636116074667	0	0	1.7415831591089324	3.063996660683775	GRB7;NR4A1;SRC;PRKCD;RAF1
Control of gene expression by vitamin D receptor	2/27	0.18240217132560668	0.5351945784311432	0	0	2.6988521739130436	4.592208428992482	CREBBP;NCOR1
Oxidative stress	2/27	0.18240217132560668	0.5351945784311432	0	0	2.6988521739130436	4.592208428992482	FOS;JUNB
TNF/stress-related signaling	2/27	0.18240217132560668	0.5351945784311432	0	0	2.6988521739130436	4.592208428992482	NFKBIA;TANK
eIF4E and p70 S6 kinase regulation	2/27	0.18240217132560668	0.5351945784311432	0	0	2.6988521739130436	4.592208428992482	EIF4A2;EIF4G3
Acetylcholine biosynthesis	1/7	0.18531285144644236	0.5351945784311432	0	0	5.618344907407407	9.470899032469296	CHKA
Activation of PKC through G-protein coupled receptors	1/7	0.18531285144644236	0.5351945784311432	0	0	5.618344907407407	9.470899032469296	NFKBIA
Attachment of GPI anchor to uPAR	1/7	0.18531285144644236	0.5351945784311432	0	0	5.618344907407407	9.470899032469296	PGAP1
Highly sodium permeable acetylcholine nicotinic receptors	1/7	0.18531285144644236	0.5351945784311432	0	0	5.618344907407407	9.470899032469296	CHRNE
Integrin alpha-2b beta-3 signaling	1/7	0.18531285144644236	0.5351945784311432	0	0	5.618344907407407	9.470899032469296	SRC
MEK activation	1/7	0.18531285144644236	0.5351945784311432	0	0	5.618344907407407	9.470899032469296	RAF1
Post-transcriptional silencing by small RNAs	1/7	0.18531285144644236	0.5351945784311432	0	0	5.618344907407407	9.470899032469296	TNRC6B
SLC26 family multifunctional anion exchangers	1/7	0.18531285144644236	0.5351945784311432	0	0	5.618344907407407	9.470899032469296	SLC26A2
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	1/7	0.18531285144644236	0.5351945784311432	0	0	5.618344907407407	9.470899032469296	SLC28A2
Cell adhesion molecules (CAMs)	6/133	0.18677779270451456	0.5374201172984917	0	0	1.5965359846656646	2.6787249803924227	CD86;CD274;CD40LG;CD28;ITGB8;CD22
Phosphatidylinositol signaling system	4/78	0.18809051747180516	0.5391928167525082	0	0	1.8252912598462336	3.049754966160586	ITPKB;PLCB4;INPP5K;SYNJ2
Autoimmune thyroid disease	3/52	0.1891552277360047	0.5402440821685153	0	0	2.066486524923558	3.4410870967572427	CD86;CD40LG;CD28
Endosomal sorting complex required for transport (ESCRT) pathway	2/28	0.1929045440046296	0.5489269009543505	0	0	2.594916387959866	4.270090100372876	CHMP4C;VPS37A
JNK/MAPK pathway	3/53	0.19652696212120366	0.5571863321678082	0	0	2.0250522648083624	3.2946702142023527	ATF2;DUSP10;GADD45A
IGF1 pathway	2/29	0.20348232851482836	0.5685751706515421	0	0	2.498679549114332	3.978337898725659	PRKCD;RAF1
Influence of Ras and Rho proteins on G1 to S transition	2/29	0.20348232851482836	0.5685751706515421	0	0	2.498679549114332	3.978337898725659	NFKBIA;RAF1
Post-translational modification: biosynthesis of GPI-anchored proteins	2/29	0.20348232851482836	0.5685751706515421	0	0	2.498679549114332	3.978337898725659	DPM1;PGAP1
S1P/S1P3 pathway	2/29	0.20348232851482836	0.5685751706515421	0	0	2.498679549114332	3.978337898725659	SRC;JAK2
Cross-presentation of particulate exogenous antigens (phagosomes)	1/8	0.20882477207818312	0.5731573531507579	0	0	4.815476190476191	7.542286725832373	CYBB
Eosinophils in the chemokine network of allergy	1/8	0.20882477207818312	0.5731573531507579	0	0	4.815476190476191	7.542286725832373	CCR3
Hydrolysis of lysophosphatidylcholine (LPC)	1/8	0.20882477207818312	0.5731573531507579	0	0	4.815476190476191	7.542286725832373	GPCPD1
TSP1-induced apoptosis in microvascular endothelial cell	1/8	0.20882477207818312	0.5731573531507579	0	0	4.815476190476191	7.542286725832373	FOS
Transport of nucleotide sugars	1/8	0.20882477207818312	0.5731573531507579	0	0	4.815476190476191	7.542286725832373	SLC35D1
Transport of mature transcript to cytoplasm	3/55	0.21147152335036698	0.5754541155328287	0	0	1.9469646207451086	3.0249306530134734	NXF1;SRSF5;SRSF11
Regular glucocorticoid receptor pathway	4/82	0.21189822430996297	0.5754541155328287	0	0	1.7313285899673334	2.6864146104658557	NR4A1;CREBBP;IRF1;FOS
CDC42 activity regulation	2/30	0.21412246159361065	0.5754541155328287	0	0	2.4093167701863356	3.7132562983491333	ITSN2;DOCK10
Nuclear events mediated by MAP kinases	2/30	0.21412246159361065	0.5754541155328287	0	0	2.4093167701863356	3.7132562983491333	ATF2;FOS
PDGFA signaling pathway	2/30	0.21412246159361065	0.5754541155328287	0	0	2.4093167701863356	3.7132562983491333	FOS;RAF1
Signaling pathway from G-protein families	2/30	0.21412246159361065	0.5754541155328287	0	0	2.4093167701863356	3.7132562983491333	FOS;RAF1
Epidermal growth factor receptor (EGFR) pathway	5/111	0.2172812075937034	0.5796341699726182	0	0	1.5929707085367464	2.4317699475626466	GRB7;SRC;PRKCD;RAF1;MAPK6
Signaling by EGFR in cancer	5/111	0.2172812075937034	0.5796341699726182	0	0	1.5929707085367464	2.4317699475626466	NR4A1;SH3KBP1;SRC;PRKCD;RAF1
G alpha (i) signaling events	8/199	0.21792447475714716	0.5796341699726182	0	0	1.4156920840272729	2.1569579759131305	CXCL10;GABBR1;RGS1;CXCR3;PENK;CCR9;CCR6;CCR3
Differentiation pathway in PC12 cells	4/84	0.22410540903930512	0.5917633071921625	0	0	1.6878708551483421	2.524445075779483	CREBBP;PLCB4;SRC;FOS
Alpha-6 beta-4 integrin signaling pathway	2/31	0.22481256849311196	0.5917633071921625	0	0	2.3261169415292353	3.4717022100078054	SRC;PRKCD
Alpha-V beta-3 integrin/OPN pathway	2/31	0.22481256849311196	0.5917633071921625	0	0	2.3261169415292353	3.4717022100078054	NFKBIA;FOS
Pathways in cancer	12/325	0.23100275918949822	0.5917633071921625	0	0	1.2967287737849529	1.9001298995901446	NFKBIA;ARNT2;FGF16;CREBBP;FZD5;FOS;TRAF1;RAF1;ETS1;RUNX1;NFKB2;BIRC3
AKT phosphorylation of nuclear targets	1/9	0.23165927917212562	0.5917633071921625	0	0	4.213324652777778	6.161935106059269	NR4A1
Elevation of cytosolic calcium levels	1/9	0.23165927917212562	0.5917633071921625	0	0	4.213324652777778	6.161935106059269	ORAI1
Gene expression regulation by hypoxia-inducible factor	1/9	0.23165927917212562	0.5917633071921625	0	0	4.213324652777778	6.161935106059269	CREBBP
HIV-induced T cell apoptosis	1/9	0.23165927917212562	0.5917633071921625	0	0	4.213324652777778	6.161935106059269	CD28
MAP kinase pathway regulation through dual specificity phosphatases	1/9	0.23165927917212562	0.5917633071921625	0	0	4.213324652777778	6.161935106059269	DUSP1
PPAR-gamma coactivator role in obesity and thermogenesis	1/9	0.23165927917212562	0.5917633071921625	0	0	4.213324652777778	6.161935106059269	CREBBP
Prostanoid ligand receptors	1/9	0.23165927917212562	0.5917633071921625	0	0	4.213324652777778	6.161935106059269	PTGER2
Type I hemidesmosome assembly	1/9	0.23165927917212562	0.5917633071921625	0	0	4.213324652777778	6.161935106059269	DST
Alpha-synuclein signaling	2/32	0.23554093428859468	0.5936317718229602	0	0	2.248463768115942	3.2509875720315335	SRC;PRKCD
Hypothetical network for drug addiction	2/32	0.23554093428859468	0.5936317718229602	0	0	2.248463768115942	3.2509875720315335	ZHX2;KRIT1
Glycerophospholipid biosynthesis	4/86	0.2364890722015599	0.5936317718229602	0	0	1.6465330098327162	2.3740590183093655	CHKB;CHKA;GPCPD1;LPIN2
mRNA stability regulation by proteins that bind AU-rich elements	4/86	0.2364890722015599	0.5936317718229602	0	0	1.6465330098327162	2.3740590183093655	ANP32A;PRKCD;ZFP36L1;HSPA1A
Gene expression	32/968	0.23649588989479928	0.5936317718229602	0	0	1.1596957578608955	1.6720776983396402	EIF4A2;CCNT2;ANP32A;GTF2B;UBE2D3;RORC;RORA;CASC3;ZFP36L1;HELZ2;NXF1;MED13;POLR2A;SNAPC1;SNRNP70;JUNB;SF3B1;SRSF11;CREBBP;TGIF2;FUS;PRKCD;NRBP1;NR4A2;PAN2;NR4A1;NCOR1;PAN3;HNRNPH1;SRSF5;HSPA1A;TNRC6B
Cytokine-cytokine receptor interaction	10/265	0.23699252906110424	0.5936317718229602	0	0	1.3257253518691428	1.9086821346377725	CXCL10;CD40LG;CD70;IL1R2;CXCR3;CCR9;CCR6;IL7R;CCR3;IL17RB
Caspase cascade in apoptosis	3/59	0.24203250581679417	0.6041209239055247	0	0	1.8075223992035838	2.5643017341966945	CASP4;CASP1;BIRC3
Mitotic G2-G2/M phases	4/87	0.24274109474756875	0.6041209239055247	0	0	1.626611156668559	2.302890779136468	AKAP9;CSNK1E;CEP63;CDK11B
PIP biosynthesis at the plasma membrane	2/33	0.2462964761871888	0.6110047197720646	0	0	2.175820476858345	3.0488016040657375	INPP5K;SYNJ2
Androgen receptor signaling, proteolysis, and transcription regulation	4/88	0.24903007578325226	0.6158123918729624	0	0	1.607163633341644	2.2342493169394246	CREBBP;NCOR1;SRC;FOS
IKK complex recruitment by IRAK1	1/10	0.25383585684270044	0.6191422486168523	0	0	3.7449845679012346	5.134626455900965	PELI1
Netrin mediated repulsion signals	1/10	0.25383585684270044	0.6191422486168523	0	0	3.7449845679012346	5.134626455900965	SRC
Purine catabolism	1/10	0.25383585684270044	0.6191422486168523	0	0	3.7449845679012346	5.134626455900965	NT5E
Reduction of cytosolic calcium levels	1/10	0.25383585684270044	0.6191422486168523	0	0	3.7449845679012346	5.134626455900965	ATP2B1
Prostate cancer	4/89	0.25535365801089693	0.6191422486168523	0	0	1.5881736987988913	2.168025128452143	NFKBIA;CREBBP;RAF1;ATF4
HIF-2-alpha transcription factor network	2/34	0.2570687169366309	0.6191422486168523	0	0	2.1077173913043477	2.8631482781652813	CREBBP;ETS1
Induction of apoptosis through DR3 and DR4/5 death receptors	2/34	0.2570687169366309	0.6191422486168523	0	0	2.1077173913043477	2.8631482781652813	NFKBIA;BIRC3
HIV genome transcription	3/61	0.2575759742307835	0.6191422486168523	0	0	1.7450138171332452	2.3670075138044675	CCNT2;POLR2A;GTF2B
