Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cell-extracellular matrix interactions	3/16	0.003386793053980287	0.025908966862949197	0	0	11.71662016739737	66.64263352472763	ITGB1;VASP;FLNA
Inhibition of platelet activation by aspirin	3/16	0.003386793053980287	0.025908966862949197	0	0	11.71662016739737	66.64263352472763	ITGB1;HRAS;F2RL3
Other glycan degradation	3/16	0.003386793053980287	0.025908966862949197	0	0	11.71662016739737	66.64263352472763	MAN2B2;HEXB;MAN2B1
Rb tumor suppressor/checkpoint signaling in response to DNA damage	3/16	0.003386793053980287	0.025908966862949197	0	0	11.71662016739737	66.64263352472763	CDC25A;CDC25B;YWHAH
Immune system signaling by interferons, interleukins, prolactin, and growth hormones	13/280	0.0034704661045200187	0.02632965193346593	0	0	2.5049007889074826	14.186421378101048	NUP210;EIF2AK2;PIK3CD;IRAK4;VAV1;PSMB8;PML;NUP50;OAS3;IL2RB;PTPN6;HRAS;MYD88
VEGF signaling pathway	6/76	0.0036241359780672354	0.027088362636095948	0	0	4.373218948153674	24.578099983989215	CDC42;PPP3CC;RAC2;PIK3CD;AKT1;HRAS
Cyclin B2-mediated events	2/5	0.0036294864969932477	0.027088362636095948	0	0	33.77777777777778	189.78598743166398	CDC25A;CDC25B
Glycoprotein VI-mediated activation cascade	4/33	0.0036919446189384356	0.027332299678915192	0	0	7.015494849977609	39.29800972123793	CDC42;RAC2;AKT1;VAV1
G alpha (12/13) signaling events	6/77	0.0038674343889295846	0.02840243815229887	0	0	4.311403670062148	23.950554200372988	CDC42;GNB2;RAC2;ARHGEF2;VAV1;ARHGAP4
Kit receptor signaling pathway	5/54	0.003926681735368418	0.028608681214827042	0	0	5.198235544217687	28.79801985447127	RPS6KA1;AKT1;PTPN6;HRAS;VAV1
Endocytotic role of NDK, phosphins and dynamin	3/17	0.004053743084911915	0.029301859464166437	0	0	10.879163582531458	59.923679832113926	PPP3CC;CALM3;EPN1
Signaling by NGF	11/221	0.004140906415587204	0.02969806319928948	0	0	2.6884731670445956	14.751223655442805	ARHGDIA;RPS6KA1;AP2S1;AKT1;ARHGEF2;PRKACA;HRAS;VAV1;MYD88;ARHGAP4;DUSP7
EGF receptor (ErbB1) signaling pathway	4/35	0.004582417739663473	0.0319606427817086	0	0	6.56221198156682	35.34097984260107	PIK3CD;PTPN6;TLN1;HRAS
MEF2D role in T cell apoptosis	4/35	0.004582417739663473	0.0319606427817086	0	0	6.56221198156682	35.34097984260107	PPP3CC;CAPNS1;CAPN2;CALM3
Signal transduction by L1	4/35	0.004582417739663473	0.0319606427817086	0	0	6.56221198156682	35.34097984260107	ITGB1;RPS6KA4;RPS6KA1;AP2S1
Thromboxane A2 receptor signaling	5/56	0.00459564798168359	0.0319606427817086	0	0	4.993872549019608	26.880245674726332	SLC9A3R1;AKT1;ARRB2;PRKACA;GNAI2
Pre-NOTCH processing in Golgi	3/18	0.004795019480757846	0.03284946181593808	0	0	10.153367875647668	54.220786759290625	LFNG;MFNG;ATP2A3
Transcriptional activity regulation by PML	3/18	0.004795019480757846	0.03284946181593808	0	0	10.153367875647668	54.220786759290625	DAXX;HRAS;PML
Respiratory electron transport, ATP biosynthesis by chemiosmotic coupling, and heat production by uncoupling proteins	6/81	0.004963000017437868	0.03366541579593561	0	0	4.080626631853786	21.650763854511254	NDUFA13;NDUFB7;UCP2;ATP5H;SDHB;COX5A
Amino acid metabolism	10/195	0.004987469006805276	0.03366541579593561	0	0	2.7705911716465805	14.686423687813724	PSMB4;PSMB2;PSMC3;PSMC1;PSMD3;GOT2;PSME2;PSMB8;PSMB10;PSMB9
PI3K/PLC/TRK pathway	4/36	0.005077405651240495	0.03402232399882317	0	0	6.3568181818181815	33.58278342143051	AGAP2;AKT1;HRAS;YWHAH
Signaling by interleukins	7/109	0.005449623728424842	0.03625184480213047	0	0	3.504850631352017	18.26801299971059	IL2RB;PIK3CD;PTPN6;IRAK4;HRAS;MYD88;VAV1
Response to elevated platelet cytosolic calcium	6/83	0.005589020231352802	0.036911658794114184	0	0	3.974229425926554	20.614134403249594	CAP1;WDR1;CFL1;FLNA;PFN1;TLN1
Glycosaminoglycan metabolism	7/110	0.005725397894040147	0.0375422519052061	0	0	3.470645046510446	17.918396284936478	CHPF;CHSY1;B3GAT3;HEXB;B4GALT7;ARSB;B4GALT5
Small cell lung cancer	6/84	0.0059227938199387644	0.038561168274494934	0	0	3.923076923076923	20.121253663897388	ITGB1;RXRA;CDK6;PIK3CD;AKT1;E2F2
Epidermal growth factor receptor (EGFR) pathway	7/111	0.00601148018468207	0.0385911804862807	0	0	3.437097261377366	17.577605051896484	RPS6KA4;RPS6KA1;RAC2;AKT1;HRAS;ACTB;VAV1
Signaling by EGFR in cancer	7/111	0.00601148018468207	0.0385911804862807	0	0	3.437097261377366	17.577605051896484	CDC42;AP2S1;AKT1;CSK;PRKACA;HRAS;EPN1
Trefoil factor initiation of mucosal healing	4/38	0.0061721656631327235	0.039076193646592	0	0	5.98227654698243	30.436061313118117	ITGB1;RPS6KA1;AKT1;HRAS
Triglyceride biosynthesis	4/38	0.0061721656631327235	0.039076193646592	0	0	5.98227654698243	30.436061313118117	ELOVL1;LPCAT4;GPD1L;AGPAT3
E-cadherin nascent AJ-like junctions pathway	4/39	0.006773962029389536	0.04259244618479174	0	0	5.8110575139146565	29.024309577100595	CYFIP2;CDC42;AKT1;ITGB7
Phospholipid metabolism	10/205	0.007026015433519329	0.04387674944197785	0	0	2.6271564846762736	13.025797905632412	CTSA;SLC44A2;LPCAT4;HEXB;PIK3CD;PIP4K2B;GPD1L;CDIPT;ARSB;AGPAT3
Androgen receptor signaling, proteolysis, and transcription regulation	6/88	0.007404304662462108	0.04545714958338982	0	0	3.7309431318856268	18.302864354287216	CDC42;DAXX;LIMK2;AKT1;FLNA;AES
BAD activation and translocation to mitochondria	2/7	0.00742763882081533	0.04545714958338982	0	0	20.264599483204133	99.34815668534279	PPP3CC;AKT1
Integrin alpha-2b beta-3 signaling	2/7	0.00742763882081533	0.04545714958338982	0	0	20.264599483204133	99.34815668534279	CSK;TLN1
E-cadherin keratinocyte pathway	3/21	0.007485972947305874	0.045510749441237036	0	0	8.459844559585493	41.40860659856056	VASP;ZYX;AKT1
Lipid and lipoprotein metabolism	18/489	0.007630349073068207	0.046083292428135615	0	0	1.9716036877435748	9.612793693513867	CTSA;ELOVL1;SLC44A2;HEXB;PIK3CD;AGPAT3;PPP1CA;HSD11B1;RXRA;LPCAT4;PIP4K2B;GPD1L;PRKACA;CDIPT;TEAD1;LBR;ABCD1;ARSB
Tricarboxylic acid (TCA) cycle and respiratory electron transport	7/117	0.007957383422304712	0.04761368411651487	0	0	3.2486197049024272	15.702707038738234	NDUFA13;NDUFB7;MDH2;UCP2;ATP5H;SDHB;COX5A
Alpha-M beta-2 integrin signaling	4/41	0.008091214294309717	0.04761368411651487	0	0	5.4963846963846965	26.475955703037343	SELPLG;AKT1;THY1;TLN1
ERBB1 internalization pathway	4/41	0.008091214294309717	0.04761368411651487	0	0	5.4963846963846965	26.475955703037343	CDC42;PIK3CD;HRAS;EPN1
Fc epsilon receptor I signaling in mast cells	4/41	0.008091214294309717	0.04761368411651487	0	0	5.4963846963846965	26.475955703037343	PPP3CC;CALM3;HRAS;VAV1
Thymic stromal lymphopoietin (TSLP) pathway	6/90	0.008237668503074828	0.04816674959122734	0	0	3.6417381574039536	17.47683952576449	PSMB4;PSMB2;PSME2;PSMB10;PSMB8;PSMB9
ERK1/ERK2 MAPK pathway	5/65	0.008626895568966784	0.05012335526779435	0	0	4.242838541666667	20.165662412915857	ITGB1;RPS6KA4;RPS6KA1;PRKACA;HRAS
Thyroid-stimulating hormone signaling pathway	5/66	0.00918886942358378	0.05305271780408748	0	0	4.173070355191257	19.57070833016952	CCND3;RPS6KA1;AKT1;HRAS;GNAI2
CREB transcription factor and its extracellular signals	3/23	0.009686742223347092	0.05472616302047057	0	0	7.613082901554404	35.30184340865021	RPS6KA1;AKT1;HRAS
Progesterone-initiated oocyte maturation	3/23	0.009686742223347092	0.05472616302047057	0	0	7.613082901554404	35.30184340865021	CAP1;RPS6KA1;HRAS
cAMP cell motility pathway inferred from amoeba model	5/67	0.009775575735789207	0.05472616302047057	0	0	4.105552755376344	18.99995735222797	CYFIP2;VASP;AKT1;PRKACA;ACTB
Lysosphingolipid and lysophosphatidic acid (LPA) G-protein coupled receptors	2/8	0.0097767872934174	0.05472616302047057	0	0	16.886304909560724	78.14550207863249	S1PR2;S1PR4
Visceral fat deposits and the metabolic syndrome	2/8	0.0097767872934174	0.05472616302047057	0	0	16.886304909560724	78.14550207863249	HSD11B1;RXRA
CD8/T cell receptor downstream pathway	5/68	0.010387513121400103	0.05779234572997148	0	0	4.040178571428571	18.452105019317276	IL2RB;PRF1;CALM3;PTPN7;HRAS
G-protein signaling pathways	6/95	0.010612636159313411	0.058689156591865736	0	0	3.436266025170886	15.620268480507502	PPP3CC;GNB2;CALM3;PRKACA;HRAS;GNAI2
Ras-independent pathway in NK cell-mediated cytotoxicity	3/24	0.01091341167431804	0.059633999506095006	0	0	7.25018504811251	32.754616428673046	ITGB1;PTPN6;VAV1
Signal transduction of S1P receptor	3/24	0.01091341167431804	0.059633999506095006	0	0	7.25018504811251	32.754616428673046	AKT1;S1PR2;GNAI2
Integrin-linked kinase signaling	4/45	0.011205314141123371	0.06015484433655704	0	0	4.959138422553057	22.273311335534643	CDC42;PARVG;ZYX;AKT1
Interleukin-3 signaling pathway	4/45	0.011205314141123371	0.06015484433655704	0	0	4.959138422553057	22.273311335534643	AKT1;PTPN6;PRKACA;HRAS
Wnt interactions in lipid metabolism and immune response	4/45	0.011205314141123371	0.06015484433655704	0	0	4.959138422553057	22.273311335534643	ITGB7;AXIN2;ARHGAP4;CDC25B
MicroRNA regulation of DNA damage response	5/70	0.011689027271008219	0.06202616783113032	0	0	3.9154647435897436	17.420312661167515	CCND3;CDK6;CDC25A;PML;GADD45G
Signaling events mediated by VEGFR1 and VEGFR2	5/70	0.011689027271008219	0.06202616783113032	0	0	3.9154647435897436	17.420312661167515	CDC42;AKT1;CALM3;PTPN6;PRKACA
Melanoma	5/71	0.012379551779507331	0.0650970062446054	0	0	3.855942234848485	16.934177055280742	CDK6;PIK3CD;AKT1;E2F2;HRAS
Alpha-4 beta-7 integrin signaling	2/9	0.012409560013949833	0.0650970062446054	0	0	14.473237356958288	63.52720899939468	ITGB1;ITGB7
LKB1 signaling events	4/47	0.01301518606802592	0.06754624462462337	0	0	4.727997583811537	20.52725607400159	PRKACA;CTSD;MARK2;YWHAH
Leishmaniasis	5/72	0.013097202116757037	0.06754624462462337	0	0	3.7981965174129355	16.466536531519253	ITGB1;CYBA;PTPN6;IRAK4;MYD88
Myocyte adrenergic pathway	5/72	0.013097202116757037	0.06754624462462337	0	0	3.7981965174129355	16.466536531519253	AKT1;ARRB2;PRKACA;HRAS;GNAI2
PGC-1a regulation	3/26	0.013624617470099165	0.06987373652263147	0	0	6.619058346474431	28.43466060769794	PPP3CC;CALM3;YWHAH
Chronic myeloid leukemia	5/73	0.013842425193984093	0.07059636848931887	0	0	3.7421492034313726	16.016462631449738	CDK6;PIK3CD;AKT1;E2F2;HRAS
Metabolism	44/1615	0.014520469248061784	0.07331788363389233	0	0	1.4645153553077057	6.198115959470651	NDUFA13;PIGT;DGKD;NDUFB7;ACAA2;RPN2;CHPF;HEXB;AK2;PIK3CD;ATP5H;ATP5G3;COX5A;AGPAT3;GNAI2;HK1;HSD11B1;CHSY1;AKT1;PIP4K2B;GGT1;CDIPT;LBR;XDH;ABCD1;ARSB;CTSA;ELOVL1;NUP210;MDH2;B3GAT3;GOT2;TALDO1;SDHB;DDOST;QARS;LPCAT4;GNB2;NUP50;CMPK2;GPD1L;SCLY;B4GALT7;B4GALT5
Adherens junction cell adhesion	5/74	0.014615656541396838	0.07331788363389233	0	0	3.6877264492753623	15.583085371872546	CDC42;RAC2;WAS;PTPN6;ACTB
Gastric acid secretion	5/74	0.014615656541396838	0.07331788363389233	0	0	3.6877264492753623	15.583085371872546	HRH2;CALM3;PRKACA;ACTB;GNAI2
BAD phosphorylation regulation	3/27	0.015110783308163825	0.07360386189672209	0	0	6.342940414507772	26.591805084553915	RPS6KA1;AKT1;YWHAH
EGFR downregulation	3/27	0.015110783308163825	0.07360386189672209	0	0	6.342940414507772	26.591805084553915	CDC42;AP2S1;EPN1
ERK5 role in neuronal survival pathway	3/27	0.015110783308163825	0.07360386189672209	0	0	6.342940414507772	26.591805084553915	RPS6KA1;AKT1;HRAS
Insulin regulation of blood glucose	3/27	0.015110783308163825	0.07360386189672209	0	0	6.342940414507772	26.591805084553915	AKT1;CALM3;YWHAH
VEGFR1 pathway	3/27	0.015110783308163825	0.07360386189672209	0	0	6.342940414507772	26.591805084553915	AKT1;CALM3;PRKACA
Deregulation of CDK5 in Alzheimer's disease	2/10	0.015314093270450893	0.07360386189672209	0	0	12.66343669250646	52.92027077676043	CAPNS1;CAPN1
Phospholipase C signaling pathway	2/10	0.015314093270450893	0.07360386189672209	0	0	12.66343669250646	52.92027077676043	AKT1;VAV1
TRAF6-mediated IRF7 activation in TLR7/8 or 9 signaling	2/10	0.015314093270450893	0.07360386189672209	0	0	12.66343669250646	52.92027077676043	IRAK4;MYD88
Protein processing in the endoplasmic reticulum	8/166	0.01615897548582481	0.07726010154159987	0	0	2.585202166184923	10.664681825391625	RPN2;PRKCSH;LMAN2;CAPN2;EIF2AK2;CAPN1;BAK1;DDOST
Phosphatidic acid biosynthesis	3/28	0.016684823360207563	0.07884335222548901	0	0	6.088911917098446	24.92347373768659	LPCAT4;GPD1L;AGPAT3
Recycling pathway of cell adhesion molecule L1	3/28	0.016684823360207563	0.07884335222548901	0	0	6.088911917098446	24.92347373768659	RPS6KA4;RPS6KA1;AP2S1
Electron transport chain	6/105	0.016747770897571193	0.07884335222548901	0	0	3.0875860431996203	12.626652588393275	NDUFB7;UCP2;ATP5H;ATP5G3;SDHB;COX5A
Mitochondrial pathway of apoptosis: caspases	5/77	0.017107578508930896	0.08012631158774777	0	0	3.5335286458333335	14.375220408749982	CAPNS1;CAPN2;AIP;CAPN1;PTMA
Phosphatidylinositol signaling system	5/78	0.01799696033656176	0.08274930580798472	0	0	3.484945776255708	14.00095228656269	DGKD;PIK3CD;PIP4K2B;CALM3;CDIPT
Messenger RNA processing	9/203	0.01819580692911182	0.08274930580798472	0	0	2.3704964731416167	9.497546068354964	SLBP;NUP210;HNRNPUL1;RBM8A;SNRPD1;NONO;NUP50;CD2BP2;PPM1G
Endometrial cancer	4/52	0.018322083199683554	0.08274930580798472	0	0	4.234415584415585	16.936172731352734	PIK3CD;AKT1;AXIN2;HRAS
Influence of Ras and Rho proteins on G1 to S transition	3/29	0.018347182189311858	0.08274930580798472	0	0	5.8544240733359905	23.40762244204777	CDK6;AKT1;HRAS
Reelin signaling pathway	3/29	0.018347182189311858	0.08274930580798472	0	0	5.8544240733359905	23.40762244204777	ITGB1;AKT1;ARHGEF2
S1P/S1P3 pathway	3/29	0.018347182189311858	0.08274930580798472	0	0	5.8544240733359905	23.40762244204777	AKT1;S1PR2;GNAI2
Capped intron-containing pre-mRNA processing	7/138	0.018467450478109854	0.08274930580798472	0	0	2.7249110746972542	10.877151602437495	SLBP;NUP210;HNRNPUL1;RBM8A;SNRPD1;NUP50;CD2BP2
CD28-dependent Vav1 pathway	2/11	0.018478875479996586	0.08274930580798472	0	0	11.255813953488373	44.92338371140678	CDC42;VAV1
Sonic Hedgehog (SHH) receptor PTCH1 regulation of cell cycle	2/11	0.018478875479996586	0.08274930580798472	0	0	11.255813953488373	44.92338371140678	CDC25A;CDC25B
Fc epsilon receptor I signaling pathway	5/79	0.01891634735958574	0.08348657151971013	0	0	3.4376759572072073	13.639765869885606	RAC2;PIK3CD;AKT1;HRAS;VAV1
Glycerophospholipid metabolism	5/79	0.01891634735958574	0.08348657151971013	0	0	3.4376759572072073	13.639765869885606	DGKD;LPCAT4;GPD1L;CDIPT;AGPAT3
p73 transcription factor network	5/79	0.01891634735958574	0.08348657151971013	0	0	3.4376759572072073	13.639765869885606	CDK6;FLOT2;BAK1;GRAMD4;PML
Androgen receptor regulation of biosynthesis and transcription	4/53	0.019522276259574763	0.08534023622042682	0	0	4.14778690697058	16.326515061744193	SMARCC1;RXRA;EHMT2;HDAC7
PI3K pathway	4/53	0.019522276259574763	0.08534023622042682	0	0	4.14778690697058	16.326515061744193	RPS6KA4;RPS6KA1;AKT1;HRAS
Opioid signaling	5/80	0.01986610107585884	0.0862155101591433	0	0	3.3916666666666666	13.291061404760898	PPP3CC;GNB2;PRKACA;GNAI2;PPP1CA
Apoptosis intrinsic pathway	3/30	0.020098169034920114	0.0862155101591433	0	0	5.637305699481865	22.025666830112485	PPP3CC;AKT1;BAK1
Retinoic acid receptor-mediated signaling	3/30	0.020098169034920114	0.0862155101591433	0	0	5.637305699481865	22.025666830112485	RXRA;AKT1;PRKACA
Signaling pathway from G-protein families	3/30	0.020098169034920114	0.0862155101591433	0	0	5.637305699481865	22.025666830112485	PPP3CC;CALM3;HRAS
Antigen processing and presentation	5/81	0.02084656985798145	0.08859792189642116	0	0	3.3468681469298245	12.954273585674832	TAP2;PSME2;PSMB8;TAPBP;PSMB9
MAP kinase signaling pathway	5/81	0.02084656985798145	0.08859792189642116	0	0	3.3468681469298245	12.954273585674832	RPS6KA4;MAP4K1;DAXX;RPS6KA1;HRAS
Regular glucocorticoid receptor pathway	5/82	0.0218580887694597	0.08884254408592979	0	0	3.303233225108225	12.628869176053781	SMARCC1;AKT1;PRKACA;YWHAH;FKBP5
Caspase-mediated cleavage of cytoskeletal proteins	2/12	0.021892738031269354	0.08884254408592979	0	0	10.129715762273902	38.71172473418616	DBNL;PLEC
D4-GDI signaling pathway	2/12	0.021892738031269354	0.08884254408592979	0	0	10.129715762273902	38.71172473418616	ARHGDIB;PRF1
Granzyme A-mediated apoptosis pathway	2/12	0.021892738031269354	0.08884254408592979	0	0	10.129715762273902	38.71172473418616	HMGB2;PRF1
Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	2/12	0.021892738031269354	0.08884254408592979	0	0	10.129715762273902	38.71172473418616	PRKACA;PPP1CA
Rab GTPases mark targets in the endocytotic machinery	2/12	0.021892738031269354	0.08884254408592979	0	0	10.129715762273902	38.71172473418616	RAB27A;RAB8A
CD28 co-stimulation	3/31	0.02193796450697276	0.08884254408592979	0	0	5.435695780903035	20.761839002678258	CDC42;AKT1;VAV1
Gluconeogenesis	3/31	0.02193796450697276	0.08884254408592979	0	0	5.435695780903035	20.761839002678258	MDH2;GOT2;PRKACA
PD-1 signaling	3/31	0.02193796450697276	0.08884254408592979	0	0	5.435695780903035	20.761839002678258	TRAC;CSK;PTPN6
Prostaglandin biosynthesis and regulation	3/31	0.02193796450697276	0.08884254408592979	0	0	5.435695780903035	20.761839002678258	HSD11B1;ANXA5;ANXA6
Calcineurin-dependent NFAT signaling role in lymphocytes	4/55	0.022065468465786484	0.08884254408592979	0	0	3.9847211611917492	15.196696081072155	FKBP8;CALM3;PRKACA;YWHAH
Transport of mature transcript to cytoplasm	4/55	0.022065468465786484	0.08884254408592979	0	0	3.9847211611917492	15.196696081072155	SLBP;NUP210;RBM8A;NUP50
Oocyte meiosis	6/113	0.02314785501974815	0.0923901343831687	0	0	2.855567214074815	10.75364681236736	PPP3CC;RPS6KA1;CALM3;PRKACA;YWHAH;PPP1CA
mTOR signaling pathway	6/113	0.02314785501974815	0.0923901343831687	0	0	2.855567214074815	10.75364681236736	RPS6KA1;AKT1;PIK3CD;HRAS;PML;YWHAH
Acute myeloid leukemia	4/57	0.024801794301295223	0.0985629747557966	0	0	3.8339622641509434	14.173542286833339	PIK3CD;AKT1;HRAS;PML
Integrin cell surface interactions	5/85	0.02508209405798328	0.09924725148805454	0	0	3.1788736979166665	11.716060307421131	ITGB1;AKT1;ITGB7;CSK;TLN1
Advanced glycosylation endproduct receptor signaling	2/13	0.025544846371315016	0.09936512274943722	0	0	9.20836269673479	33.77000983277974	PRKCSH;DDOST
Chondroitin sulfate/dermatan sulfate degradation	2/13	0.025544846371315016	0.09936512274943722	0	0	9.20836269673479	33.77000983277974	HEXB;ARSB
Melanocyte development and pigmentation pathway	2/13	0.025544846371315016	0.09936512274943722	0	0	9.20836269673479	33.77000983277974	RPS6KA1;HRAS
PI3K class IB pathway	2/13	0.025544846371315016	0.09936512274943722	0	0	9.20836269673479	33.77000983277974	AKT1;HRAS
Syndecan 2 pathway	3/33	0.025884099156989103	0.10025992838023627	0	0	5.07279792746114	18.536644985719523	ITGB1;PRKACA;HRAS
Glycerophospholipid biosynthesis	5/86	0.026220892681989072	0.10113772891624356	0	0	3.1394675925925926	11.431425490715542	SLC44A2;LPCAT4;GPD1L;CDIPT;AGPAT3
p53 activity regulation	6/118	0.027885638852535213	0.1070625661353359	0	0	2.7273871689668034	9.763073639949061	CCND3;DAXX;CDK6;EI24;AKT1;GADD45G
EPO receptor signaling	3/34	0.027990213368715267	0.1070625661353359	0	0	4.908908574293832	17.553767900962427	AKT1;PTPN6;HRAS
Neurotrophic factor-mediated Trk receptor signaling	4/60	0.029274320278777723	0.11025251670423689	0	0	3.6280148423005567	12.810682175015772	CDC42;RGS19;GIPC1;HRAS
Integrated breast cancer pathway	7/152	0.029381917739816646	0.11025251670423689	0	0	2.460046939880845	8.677510132926104	CDC42;GRN;AKT1;BAK1;CDC25A;PML;CDC25B
MAP kinase inactivation of SMRT corepressor	2/14	0.02942469127727455	0.11025251670423689	0	0	8.440568475452196	29.76077863334572	RXRA;HRAS
T cell receptor/JNK pathway	2/14	0.02942469127727455	0.11025251670423689	0	0	8.440568475452196	29.76077863334572	MAP4K1;DBNL
T cell receptor/Ras pathway	2/14	0.02942469127727455	0.11025251670423689	0	0	8.440568475452196	29.76077863334572	PTPN7;HRAS
Integrated cancer pathway	3/35	0.030184698072875386	0.11128334470240805	0	0	4.755262305699482	16.645416085367174	AKT1;CDC25A;CDC25B
Interleukin-2/PI3K pathway	3/35	0.030184698072875386	0.11128334470240805	0	0	4.755262305699482	16.645416085367174	IL2RB;AKT1;CALM3
PIK3C1/AKT pathway	3/35	0.030184698072875386	0.11128334470240805	0	0	4.755262305699482	16.645416085367174	AKT1;PRKACA;YWHAH
fMLP induced chemokine gene expression in HMC-1 cells	3/35	0.030184698072875386	0.11128334470240805	0	0	4.755262305699482	16.645416085367174	PPP3CC;CALM3;HRAS
Glucose metabolism	4/61	0.030864377341656802	0.11333399359856378	0	0	3.564183185235817	12.396773001717703	PYGB;MDH2;GOT2;PRKACA
Generation of second messenger molecules	3/36	0.03246718306170553	0.11840884439470119	0	0	4.610927932171456	15.804072843642286	VASP;TRAC;WAS
Colorectal cancer	4/62	0.03250438865736895	0.11840884439470119	0	0	3.502552619793999	12.001076816856756	RAC2;PIK3CD;AKT1;AXIN2
ATR activation in response to replication stress	2/15	0.03352208037717508	0.11974034936282772	0	0	7.790896442059233	26.454385749243105	RPA1;CDC25A
Association of licensing factors with the pre-replicative complex	2/15	0.03352208037717508	0.11974034936282772	0	0	7.790896442059233	26.454385749243105	CDT1;E2F2
Cyclin A/B1-associated events during G2/M transition	2/15	0.03352208037717508	0.11974034936282772	0	0	7.790896442059233	26.454385749243105	CDC25A;CDC25B
Glycosylation of mammalian N-linked oligosaccarides	2/15	0.03352208037717508	0.11974034936282772	0	0	7.790896442059233	26.454385749243105	FUT7;MAN2B1
TrkA receptor signaling pathway	2/15	0.03352208037717508	0.11974034936282772	0	0	7.790896442059233	26.454385749243105	AKT1;HRAS
FSH regulation of apoptosis	10/263	0.033710564810615046	0.11994689339590935	0	0	2.0188346699761177	6.843736466160132	HSD11B1;ACTR2;PSMD3;RAB27A;PIK3CD;ARPC4;THY1;TLN1;YBX3;ACTB
p75 neurotrophin receptor-mediated signaling	6/124	0.03436471874166134	0.12180236218086915	0	0	2.5879098995441874	8.723132230944943	ARHGDIA;AKT1;ARHGEF2;MYD88;VAV1;ARHGAP4
Platelet aggregation (plug formation)	3/37	0.034837204894190996	0.12300213112641283	0	0	4.475083815909784	15.023166748996047	AKT1;CSK;TLN1
Endothelins	4/64	0.035934872022242555	0.12639161883685313	0	0	3.3854545454545453	11.26018123732706	CDC42;AKT1;HRAS;GNAI2
Toll receptor cascades	7/159	0.03619917603452613	0.12683528091486637	0	0	2.345911408101405	7.785420579135858	SIGIRR;RPS6KA1;EIF2AK2;IRAK4;PGLYRP1;MYD88;DUSP7
Glycosphingolipid metabolism	3/38	0.03729421208404875	0.1291927799741764	0	0	4.34700222057735	14.29693009514835	CTSA;HEXB;ARSB
Signaling of hepatocyte growth factor receptor	3/38	0.03729421208404875	0.1291927799741764	0	0	4.34700222057735	14.29693009514835	ITGB1;MAP4K1;HRAS
Transport of mature mRNAs derived from intronless transcripts	3/38	0.03729421208404875	0.1291927799741764	0	0	4.34700222057735	14.29693009514835	SLBP;NUP210;NUP50
B cell survival pathway	2/16	0.037827129834558965	0.13005732280196677	0	0	7.234034699150978	23.689501142345705	ITGB1;AKT1
Other semaphorin interactions	2/16	0.037827129834558965	0.13005732280196677	0	0	7.234034699150978	23.689501142345705	ITGB1;SEMA4A
Retinoblastoma protein regulation	4/66	0.039566640659308414	0.1355305079300191	0	0	3.2759111855886047	10.580436142834655	CCND3;CDK6;E2F2;E2F4
Interferon-gamma signaling pathway	5/97	0.04094255082087299	0.13972216228089743	0	0	2.7625396286231885	8.827931288587532	OAS3;AKT1;CALM3;PTPN6;PML
ABCA transporters in lipid homeostasis	2/17	0.04233025626074826	0.141821807472142	0	0	6.751421188630491	21.349703059718017	ABCA2;ABCD1
Activation of BH3-only proteins	2/17	0.04233025626074826	0.141821807472142	0	0	6.751421188630491	21.349703059718017	PPP3CC;AKT1
Cells and molecules involved in local acute inflammatory response	2/17	0.04233025626074826	0.141821807472142	0	0	6.751421188630491	21.349703059718017	ITGB1;SELPLG
Chromatin remodeling by hSWI/SNF ATP-dependent complexes	2/17	0.04233025626074826	0.141821807472142	0	0	6.751421188630491	21.349703059718017	SMARCC1;ACTB
G1/S-specific transcription	2/17	0.04233025626074826	0.141821807472142	0	0	6.751421188630491	21.349703059718017	CDT1;CDC25A
Insulin biosynthesis and processing	3/41	0.04518041325709362	0.15027398322468097	0	0	4.003204254158713	12.398290353029788	RPN2;RAB27A;DDOST
Plasma membrane estrogen receptor signaling	3/41	0.04518041325709362	0.15027398322468097	0	0	4.003204254158713	12.398290353029788	AKT1;HRAS;GNAI2
Tight junction	6/133	0.04578132994728795	0.15172296350761855	0	0	2.4034045352686007	7.411808568230963	CDC42;AKT1;YBX3;HRAS;ACTB;GNAI2
Interferon signaling	7/168	0.046395964770183484	0.1525312755343366	0	0	2.213749146369224	6.797411479569826	NUP210;NUP50;OAS3;EIF2AK2;PTPN6;PML;PSMB8
CBL signaling regulation	2/18	0.04702216881940877	0.1525312755343366	0	0	6.329134366925064	19.34902522745986	PIK3CD;VAV1
Corticosteroids and cardioprotection	2/18	0.04702216881940877	0.1525312755343366	0	0	6.329134366925064	19.34902522745986	AKT1;CALM3
Effect of METS on macrophage differentiation	2/18	0.04702216881940877	0.1525312755343366	0	0	6.329134366925064	19.34902522745986	E2F4;HRAS
Nicotinic acetylcholine receptor role in the regulation of apoptosis	2/18	0.04702216881940877	0.1525312755343366	0	0	6.329134366925064	19.34902522745986	AKT1;YWHAH
Tie2 signaling	2/18	0.04702216881940877	0.1525312755343366	0	0	6.329134366925064	19.34902522745986	DOK2;HRAS
Renal cell carcinoma	4/70	0.047434987169134954	0.15279059025005573	0	0	3.076741440377804	9.379123828123111	CDC42;PIK3CD;AKT1;HRAS
